"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"199","0.25 (0.39, CI: -0.5, 1.02)","-4.23 (0.36, CI: -4.95, -3.5)","-8.09 (0.47, CI: -9.02, -7.18)","-11.45 (0.56, CI: -12.58, -10.39)","-14.4 (0.67, CI: -15.7, -13.1)","-16.94 (0.81, CI: -18.52, -15.33)","-19.09 (0.95, CI: -20.96, -17.19)","-20.87 (1.09, CI: -23, -18.73)","-22.37 (1.24, CI: -24.85, -19.95)","-23.67 (1.4, CI: -26.41, -20.96)","-24.74 (1.55, CI: -27.84, -21.72)","-25.49 (1.69, CI: -28.82, -22.16)","-25.82 (1.81, CI: -29.42, -22.21)","-204.12 (11.02, CI: -225.96, -182.25)","0.97","1.09","Yes"
"90","-1.5 (1.38, CI: -4.33, 1.09)","-2.37 (1.21, CI: -4.76, -0.03)","-3.22 (1.16, CI: -5.6, -1.05)","-3.99 (1.13, CI: -6.27, -1.85)","-4.75 (1.18, CI: -7.04, -2.44)","-5.52 (1.27, CI: -8.03, -3.05)","-6.36 (1.4, CI: -9.24, -3.78)","-7.14 (1.55, CI: -10.12, -4.03)","-7.75 (1.76, CI: -11.02, -4.13)","-8.07 (1.97, CI: -11.86, -4.15)","-8.15 (2.18, CI: -12.49, -3.94)","-8 (2.41, CI: -12.59, -3.12)","-7.71 (2.67, CI: -13.01, -2.52)","-70.09 (16.49, CI: -102.42, -37.78)","10",NA,"Yes"
"126","-1.55 (1.34, CI: -4.28, 0.98)","-2.43 (1.18, CI: -4.75, -0.13)","-3.24 (1.1, CI: -5.43, -1.1)","-4.01 (1.12, CI: -6.13, -1.74)","-4.76 (1.14, CI: -6.95, -2.47)","-5.55 (1.24, CI: -7.89, -3.02)","-6.39 (1.37, CI: -9, -3.62)","-7.17 (1.56, CI: -10.2, -4.09)","-7.78 (1.77, CI: -11.27, -4.33)","-8.08 (1.98, CI: -11.89, -4.11)","-8.15 (2.22, CI: -12.51, -3.82)","-7.96 (2.45, CI: -12.51, -2.9)","-7.66 (2.73, CI: -13.05, -2.34)","-70.17 (16.35, CI: -101.58, -37.49)","10.02",NA,"Yes"
"88","-0.91 (1.07, CI: -2.98, 1.2)","-1.91 (0.94, CI: -3.71, -0.04)","-2.77 (0.92, CI: -4.64, -1.05)","-3.39 (0.92, CI: -5.2, -1.58)","-3.85 (1, CI: -5.86, -1.92)","-4.34 (1.16, CI: -6.7, -2.14)","-5 (1.33, CI: -7.6, -2.39)","-5.67 (1.5, CI: -8.44, -2.55)","-6.17 (1.72, CI: -9.61, -2.86)","-6.4 (1.93, CI: -10.29, -2.71)","-6.32 (2.14, CI: -10.46, -2.06)","-6.01 (2.36, CI: -10.57, -1.33)","-5.53 (2.61, CI: -10.76, -0.53)","-55.14 (15.66, CI: -85.92, -24.54)","7.56",NA,"Yes"
"100","-0.7 (0.94, CI: -2.57, 1.12)","-1.66 (0.77, CI: -3.16, -0.13)","-2.48 (0.77, CI: -4.05, -1.05)","-3.06 (0.79, CI: -4.57, -1.49)","-3.51 (0.86, CI: -5.14, -1.77)","-4.08 (1, CI: -5.98, -2.05)","-4.8 (1.15, CI: -6.84, -2.35)","-5.49 (1.32, CI: -7.92, -2.73)","-6.05 (1.51, CI: -8.81, -2.89)","-6.29 (1.7, CI: -9.33, -2.67)","-6.2 (1.87, CI: -9.69, -2.35)","-5.86 (2.07, CI: -9.83, -1.71)","-5.35 (2.28, CI: -9.74, -0.79)","-52.43 (13.69, CI: -78.14, -24.46)","6.22",NA,"Yes"
"78","-1.5 (1.38, CI: -4.33, 1.09)","-2.37 (1.21, CI: -4.76, -0.03)","-3.22 (1.16, CI: -5.6, -1.05)","-3.99 (1.13, CI: -6.27, -1.85)","-4.75 (1.18, CI: -7.04, -2.44)","-5.52 (1.27, CI: -8.03, -3.05)","-6.36 (1.4, CI: -9.24, -3.78)","-7.14 (1.55, CI: -10.12, -4.03)","-7.75 (1.76, CI: -11.02, -4.13)","-8.07 (1.97, CI: -11.86, -4.15)","-8.15 (2.18, CI: -12.49, -3.94)","-8 (2.41, CI: -12.59, -3.12)","-7.71 (2.67, CI: -13.01, -2.52)","-70.09 (16.49, CI: -102.42, -37.78)","10",NA,"Yes"
"64","-0.91 (1.06, CI: -2.97, 1.19)","-1.92 (0.94, CI: -3.66, 0.02)","-2.8 (0.92, CI: -4.64, -1.03)","-3.41 (0.93, CI: -5.24, -1.59)","-3.86 (0.99, CI: -5.8, -1.9)","-4.36 (1.11, CI: -6.53, -2.18)","-5 (1.26, CI: -7.45, -2.51)","-5.66 (1.41, CI: -8.44, -2.91)","-6.19 (1.59, CI: -9.19, -2.95)","-6.43 (1.78, CI: -9.77, -2.8)","-6.36 (1.98, CI: -10.13, -2.37)","-6.06 (2.2, CI: -10.34, -1.73)","-5.59 (2.45, CI: -10.34, -0.72)","-55.21 (14.77, CI: -83.53, -25.64)","7.55",NA,"Yes"
"42","-1.4 (1.37, CI: -4.08, 1.28)","-2.27 (1.21, CI: -4.76, -0.01)","-3.12 (1.14, CI: -5.26, -0.81)","-3.92 (1.13, CI: -6.21, -1.79)","-4.69 (1.17, CI: -7.03, -2.44)","-5.52 (1.3, CI: -8.08, -2.97)","-6.38 (1.45, CI: -9.1, -3.43)","-7.16 (1.61, CI: -10.11, -3.79)","-7.76 (1.81, CI: -11.22, -4.11)","-8.09 (2.03, CI: -12.16, -4.2)","-8.16 (2.23, CI: -12.51, -3.76)","-8.03 (2.46, CI: -12.92, -3.27)","-7.73 (2.73, CI: -13.06, -2.35)","-69.81 (17.15, CI: -104.02, -36.79)","10.04",NA,"Yes"
"112","-0.93 (1.06, CI: -2.9, 1.27)","-1.93 (0.91, CI: -3.74, -0.16)","-2.8 (0.9, CI: -4.49, -0.97)","-3.4 (0.9, CI: -5.19, -1.64)","-3.87 (0.99, CI: -5.84, -1.98)","-4.35 (1.13, CI: -6.73, -2.29)","-5 (1.27, CI: -7.64, -2.67)","-5.66 (1.44, CI: -8.65, -2.99)","-6.16 (1.64, CI: -9.6, -3.18)","-6.4 (1.84, CI: -10.3, -3.1)","-6.31 (2.05, CI: -10.7, -2.65)","-6 (2.27, CI: -10.8, -1.9)","-5.54 (2.51, CI: -10.66, -0.82)","-55.11 (15.09, CI: -86.49, -27.36)","7.56",NA,"Yes"
"102","-1.5 (1.43, CI: -4.31, 1.28)","-2.38 (1.24, CI: -4.79, 0.07)","-3.22 (1.17, CI: -5.4, -0.81)","-3.98 (1.15, CI: -6.16, -1.67)","-4.71 (1.19, CI: -7.16, -2.51)","-5.48 (1.29, CI: -8.1, -3.03)","-6.29 (1.43, CI: -9.22, -3.59)","-7.07 (1.59, CI: -10.25, -4.04)","-7.65 (1.79, CI: -11.21, -4.2)","-7.96 (2.01, CI: -12.1, -4.24)","-8 (2.23, CI: -12.41, -3.67)","-7.85 (2.46, CI: -12.78, -3.13)","-7.54 (2.73, CI: -13.19, -2.49)","-68.99 (17.13, CI: -105.28, -38.14)","9.98",NA,"Yes"
"40","-0.99 (1.04, CI: -3.01, 1.07)","-1.98 (0.9, CI: -3.65, -0.1)","-2.8 (0.89, CI: -4.66, -1.19)","-3.4 (0.89, CI: -5.15, -1.65)","-3.83 (0.99, CI: -5.67, -1.79)","-4.32 (1.12, CI: -6.49, -2.1)","-4.93 (1.27, CI: -7.44, -2.48)","-5.56 (1.43, CI: -8.3, -2.7)","-6.05 (1.61, CI: -9.14, -2.84)","-6.24 (1.8, CI: -9.68, -2.62)","-6.13 (1.99, CI: -10.11, -2.33)","-5.8 (2.19, CI: -9.91, -1.34)","-5.3 (2.41, CI: -9.91, -0.47)","-54.13 (14.86, CI: -83.24, -25.01)","7.58",NA,"Yes"
"54","-1.44 (1.39, CI: -4.25, 1.22)","-2.31 (1.2, CI: -4.62, 0.09)","-3.16 (1.12, CI: -5.25, -0.87)","-3.95 (1.1, CI: -6.05, -1.74)","-4.72 (1.16, CI: -6.82, -2.26)","-5.53 (1.3, CI: -8, -2.91)","-6.36 (1.44, CI: -9.11, -3.47)","-7.13 (1.63, CI: -10.26, -3.86)","-7.73 (1.84, CI: -11.26, -4.04)","-8.04 (2.08, CI: -11.93, -3.79)","-8.1 (2.31, CI: -12.78, -3.74)","-7.93 (2.54, CI: -13.13, -3.17)","-7.61 (2.81, CI: -13.28, -2.24)","-69.8 (16.98, CI: -103.62, -37.06)","9.98",NA,"Yes"
"114","-1.5 (1.43, CI: -4.31, 1.28)","-2.38 (1.24, CI: -4.79, 0.07)","-3.22 (1.17, CI: -5.4, -0.81)","-3.98 (1.15, CI: -6.16, -1.67)","-4.71 (1.19, CI: -7.16, -2.51)","-5.48 (1.29, CI: -8.1, -3.03)","-6.29 (1.43, CI: -9.22, -3.59)","-7.07 (1.59, CI: -10.25, -4.04)","-7.65 (1.79, CI: -11.21, -4.2)","-7.96 (2.01, CI: -12.1, -4.24)","-8 (2.23, CI: -12.41, -3.67)","-7.85 (2.46, CI: -12.78, -3.13)","-7.54 (2.73, CI: -13.19, -2.49)","-68.99 (17.13, CI: -105.28, -38.14)","9.98",NA,"Yes"
"138","-1.55 (1.34, CI: -4.28, 0.98)","-2.43 (1.18, CI: -4.75, -0.13)","-3.24 (1.1, CI: -5.43, -1.1)","-4.01 (1.12, CI: -6.13, -1.74)","-4.76 (1.14, CI: -6.95, -2.47)","-5.55 (1.24, CI: -7.89, -3.02)","-6.39 (1.37, CI: -9, -3.62)","-7.17 (1.56, CI: -10.2, -4.09)","-7.78 (1.77, CI: -11.27, -4.33)","-8.08 (1.98, CI: -11.89, -4.11)","-8.15 (2.22, CI: -12.51, -3.82)","-7.96 (2.45, CI: -12.51, -2.9)","-7.66 (2.73, CI: -13.05, -2.34)","-70.17 (16.35, CI: -101.58, -37.49)","10.02",NA,"Yes"
"124","-0.74 (0.91, CI: -2.58, 1)","-1.67 (0.76, CI: -3.07, -0.08)","-2.45 (0.76, CI: -3.97, -1)","-2.99 (0.78, CI: -4.49, -1.43)","-3.42 (0.86, CI: -5.08, -1.71)","-3.93 (1, CI: -5.87, -1.95)","-4.59 (1.16, CI: -6.95, -2.42)","-5.26 (1.32, CI: -7.85, -2.67)","-5.77 (1.49, CI: -8.73, -2.88)","-5.98 (1.69, CI: -9.23, -2.62)","-5.87 (1.87, CI: -9.55, -2.21)","-5.5 (2.08, CI: -9.54, -1.4)","-4.95 (2.29, CI: -9.52, -0.55)","-50.28 (13.49, CI: -76.36, -23.5)","6.21",NA,"Yes"
"30","-1.4 (1.37, CI: -4.08, 1.28)","-2.27 (1.21, CI: -4.76, -0.01)","-3.12 (1.14, CI: -5.26, -0.81)","-3.92 (1.13, CI: -6.21, -1.79)","-4.69 (1.17, CI: -7.03, -2.44)","-5.52 (1.3, CI: -8.08, -2.97)","-6.38 (1.45, CI: -9.1, -3.43)","-7.16 (1.61, CI: -10.11, -3.79)","-7.76 (1.81, CI: -11.22, -4.11)","-8.09 (2.03, CI: -12.16, -4.2)","-8.16 (2.23, CI: -12.51, -3.76)","-8.03 (2.46, CI: -12.92, -3.27)","-7.73 (2.73, CI: -13.06, -2.35)","-69.81 (17.15, CI: -104.02, -36.79)","10.04",NA,"Yes"
"66","-1.44 (1.39, CI: -4.25, 1.22)","-2.31 (1.2, CI: -4.62, 0.09)","-3.16 (1.12, CI: -5.25, -0.87)","-3.95 (1.1, CI: -6.05, -1.74)","-4.72 (1.16, CI: -6.82, -2.26)","-5.53 (1.3, CI: -8, -2.91)","-6.36 (1.44, CI: -9.11, -3.47)","-7.13 (1.63, CI: -10.26, -3.86)","-7.73 (1.84, CI: -11.26, -4.04)","-8.04 (2.08, CI: -11.93, -3.79)","-8.1 (2.31, CI: -12.78, -3.74)","-7.93 (2.54, CI: -13.13, -3.17)","-7.61 (2.81, CI: -13.28, -2.24)","-69.8 (16.98, CI: -103.62, -37.06)","9.98",NA,"Yes"
"76","-0.71 (0.91, CI: -2.54, 1.04)","-1.65 (0.77, CI: -3.27, -0.24)","-2.44 (0.77, CI: -3.91, -0.88)","-2.98 (0.8, CI: -4.57, -1.42)","-3.43 (0.9, CI: -5.19, -1.66)","-3.97 (1.04, CI: -6, -1.91)","-4.63 (1.19, CI: -6.85, -2.18)","-5.3 (1.35, CI: -8.03, -2.71)","-5.81 (1.54, CI: -8.75, -2.73)","-6.01 (1.73, CI: -9.31, -2.53)","-5.9 (1.93, CI: -9.49, -1.94)","-5.52 (2.13, CI: -9.83, -1.5)","-4.99 (2.33, CI: -9.8, -0.67)","-50.56 (13.95, CI: -78.4, -23.72)","6.24",NA,"Yes"
"52","-0.71 (0.9, CI: -2.44, 1.08)","-1.63 (0.76, CI: -3.17, -0.2)","-2.43 (0.75, CI: -3.9, -0.94)","-2.97 (0.79, CI: -4.51, -1.42)","-3.39 (0.89, CI: -5.17, -1.69)","-3.91 (1.04, CI: -6.02, -1.96)","-4.58 (1.19, CI: -7.08, -2.4)","-5.26 (1.36, CI: -7.89, -2.57)","-5.79 (1.55, CI: -8.95, -2.89)","-6.01 (1.75, CI: -9.58, -2.73)","-5.89 (1.95, CI: -9.8, -2.16)","-5.5 (2.16, CI: -9.48, -1.04)","-4.96 (2.38, CI: -9.61, -0.28)","-50.13 (14.07, CI: -77.67, -22.51)","6.23",NA,"Yes"
"136","-0.92 (1.05, CI: -3.07, 1.06)","-1.92 (0.91, CI: -3.67, -0.13)","-2.77 (0.88, CI: -4.58, -1.13)","-3.38 (0.9, CI: -5.19, -1.67)","-3.86 (0.97, CI: -5.7, -1.91)","-4.35 (1.11, CI: -6.41, -2.06)","-4.99 (1.25, CI: -7.45, -2.53)","-5.62 (1.42, CI: -8.41, -2.83)","-6.12 (1.62, CI: -9.21, -2.87)","-6.32 (1.82, CI: -9.69, -2.58)","-6.23 (2.02, CI: -10.15, -2.23)","-5.93 (2.24, CI: -10.3, -1.52)","-5.44 (2.47, CI: -10.22, -0.55)","-55.05 (14.85, CI: -84.03, -25.82)","7.57",NA,"Yes"
"101","-4.35 (1.31, CI: -6.76, -1.64)","-7.18 (1.19, CI: -9.51, -4.86)","-10.06 (1.16, CI: -12.22, -7.69)","-13.01 (1.15, CI: -15.35, -10.84)","-15.99 (1.13, CI: -18.12, -13.68)","-18.79 (1.16, CI: -21.01, -16.47)","-21.23 (1.2, CI: -23.71, -19.01)","-23.2 (1.24, CI: -25.56, -20.7)","-24.78 (1.32, CI: -27.42, -22.25)","-26.01 (1.43, CI: -28.76, -23.16)","-26.97 (1.52, CI: -29.98, -24.03)","-27.74 (1.62, CI: -30.88, -24.53)","-28.34 (1.77, CI: -31.79, -24.86)","-231.41 (13.93, CI: -259.16, -204.54)","8.7",NA,"Yes"
"125","-4.37 (1.32, CI: -6.97, -1.79)","-7.21 (1.17, CI: -9.5, -4.93)","-10.1 (1.14, CI: -12.38, -7.92)","-13.05 (1.13, CI: -15.32, -10.9)","-16.04 (1.11, CI: -18.17, -13.8)","-18.84 (1.15, CI: -21.12, -16.62)","-21.28 (1.2, CI: -23.66, -18.97)","-23.26 (1.26, CI: -25.78, -20.85)","-24.85 (1.34, CI: -27.6, -22.35)","-26.09 (1.44, CI: -28.92, -23.26)","-27.06 (1.54, CI: -30.11, -24.08)","-27.84 (1.64, CI: -30.81, -24.36)","-28.47 (1.78, CI: -32.18, -25.22)","-232.12 (14.07, CI: -260.09, -204.93)","8.69",NA,"Yes"
"182","-0.17 (0.43, CI: -1.01, 0.67)","-0.78 (0.36, CI: -1.48, -0.08)","-1.2 (0.37, CI: -1.93, -0.48)","-1.47 (0.42, CI: -2.28, -0.65)","-1.66 (0.5, CI: -2.63, -0.69)","-1.85 (0.58, CI: -2.97, -0.7)","-2.05 (0.68, CI: -3.34, -0.72)","-2.26 (0.77, CI: -3.76, -0.76)","-2.43 (0.87, CI: -4.12, -0.76)","-2.56 (0.96, CI: -4.43, -0.7)","-2.59 (1.06, CI: -4.66, -0.55)","-2.5 (1.17, CI: -4.74, -0.25)","-2.27 (1.29, CI: -4.76, 0.27)","-22.57 (7.97, CI: -37.98, -6.83)","2.26","0.74","Yes"
"113","-4.35 (1.31, CI: -6.76, -1.64)","-7.18 (1.19, CI: -9.51, -4.86)","-10.06 (1.16, CI: -12.22, -7.69)","-13.01 (1.15, CI: -15.35, -10.84)","-15.99 (1.13, CI: -18.12, -13.68)","-18.79 (1.16, CI: -21.01, -16.47)","-21.23 (1.2, CI: -23.71, -19.01)","-23.2 (1.24, CI: -25.56, -20.7)","-24.78 (1.32, CI: -27.42, -22.25)","-26.01 (1.43, CI: -28.76, -23.16)","-26.97 (1.52, CI: -29.98, -24.03)","-27.74 (1.62, CI: -30.88, -24.53)","-28.34 (1.77, CI: -31.79, -24.86)","-231.41 (13.93, CI: -259.16, -204.54)","8.7",NA,"Yes"
"65","-4.3 (1.33, CI: -6.89, -1.67)","-7.14 (1.2, CI: -9.53, -4.83)","-10.03 (1.18, CI: -12.29, -7.67)","-12.98 (1.18, CI: -15.36, -10.72)","-15.97 (1.18, CI: -18.33, -13.68)","-18.76 (1.21, CI: -21.14, -16.4)","-21.2 (1.26, CI: -23.66, -18.71)","-23.18 (1.31, CI: -25.72, -20.57)","-24.73 (1.38, CI: -27.49, -22.06)","-25.98 (1.49, CI: -29.07, -23.22)","-26.97 (1.59, CI: -30.16, -23.93)","-27.73 (1.67, CI: -30.92, -24.38)","-28.37 (1.78, CI: -31.91, -24.93)","-230.98 (14.81, CI: -260.42, -202.34)","8.7",NA,"Yes"
"170","-0.18 (0.45, CI: -1.06, 0.69)","-0.79 (0.38, CI: -1.54, -0.05)","-1.21 (0.39, CI: -1.98, -0.45)","-1.48 (0.44, CI: -2.34, -0.62)","-1.67 (0.51, CI: -2.65, -0.67)","-1.86 (0.59, CI: -3.01, -0.67)","-2.06 (0.68, CI: -3.39, -0.67)","-2.27 (0.77, CI: -3.79, -0.7)","-2.45 (0.87, CI: -4.15, -0.7)","-2.58 (0.97, CI: -4.48, -0.63)","-2.62 (1.07, CI: -4.74, -0.5)","-2.53 (1.18, CI: -4.86, -0.18)","-2.29 (1.3, CI: -4.84, 0.27)","-22.75 (8.09, CI: -38.59, -6.31)","2.28","0.74","Yes"
"77","-4.33 (1.35, CI: -7.04, -1.74)","-7.17 (1.23, CI: -9.72, -4.91)","-10.02 (1.18, CI: -12.3, -7.67)","-12.98 (1.17, CI: -15.23, -10.65)","-15.96 (1.17, CI: -18.31, -13.72)","-18.76 (1.19, CI: -21.07, -16.4)","-21.2 (1.23, CI: -23.51, -18.67)","-23.2 (1.28, CI: -25.65, -20.65)","-24.76 (1.35, CI: -27.36, -22.07)","-25.98 (1.45, CI: -28.77, -23.1)","-26.98 (1.54, CI: -30.02, -23.98)","-27.76 (1.64, CI: -31, -24.58)","-28.35 (1.75, CI: -31.77, -24.91)","-231.26 (14.42, CI: -259.7, -203.16)","8.72",NA,"Yes"
"89","-4.33 (1.35, CI: -7.04, -1.74)","-7.17 (1.23, CI: -9.72, -4.91)","-10.02 (1.18, CI: -12.3, -7.67)","-12.98 (1.17, CI: -15.23, -10.65)","-15.96 (1.17, CI: -18.31, -13.72)","-18.76 (1.19, CI: -21.07, -16.4)","-21.2 (1.23, CI: -23.51, -18.67)","-23.2 (1.28, CI: -25.65, -20.65)","-24.76 (1.35, CI: -27.36, -22.07)","-25.98 (1.45, CI: -28.77, -23.1)","-26.98 (1.54, CI: -30.02, -23.98)","-27.76 (1.64, CI: -31, -24.58)","-28.35 (1.75, CI: -31.77, -24.91)","-231.26 (14.42, CI: -259.7, -203.16)","8.72",NA,"Yes"
"53","-4.3 (1.33, CI: -6.89, -1.67)","-7.14 (1.2, CI: -9.53, -4.83)","-10.03 (1.18, CI: -12.29, -7.67)","-12.98 (1.18, CI: -15.36, -10.72)","-15.97 (1.18, CI: -18.33, -13.68)","-18.76 (1.21, CI: -21.14, -16.4)","-21.2 (1.26, CI: -23.66, -18.71)","-23.18 (1.31, CI: -25.72, -20.57)","-24.73 (1.38, CI: -27.49, -22.06)","-25.98 (1.49, CI: -29.07, -23.22)","-26.97 (1.59, CI: -30.16, -23.93)","-27.73 (1.67, CI: -30.92, -24.38)","-28.37 (1.78, CI: -31.91, -24.93)","-230.98 (14.81, CI: -260.42, -202.34)","8.7",NA,"Yes"
"194","-0.17 (0.44, CI: -1.03, 0.7)","-0.78 (0.38, CI: -1.52, -0.03)","-1.2 (0.39, CI: -1.98, -0.44)","-1.47 (0.43, CI: -2.32, -0.65)","-1.66 (0.5, CI: -2.66, -0.7)","-1.85 (0.57, CI: -3, -0.73)","-2.05 (0.66, CI: -3.37, -0.78)","-2.26 (0.76, CI: -3.77, -0.8)","-2.44 (0.85, CI: -4.15, -0.77)","-2.56 (0.95, CI: -4.47, -0.73)","-2.6 (1.05, CI: -4.73, -0.59)","-2.52 (1.15, CI: -4.8, -0.31)","-2.28 (1.27, CI: -4.84, 0.17)","-22.62 (7.89, CI: -38.62, -7.34)","2.27","0.74","Yes"
"137","-4.37 (1.32, CI: -6.97, -1.79)","-7.21 (1.17, CI: -9.5, -4.93)","-10.1 (1.14, CI: -12.38, -7.92)","-13.05 (1.13, CI: -15.32, -10.9)","-16.04 (1.11, CI: -18.17, -13.8)","-18.84 (1.15, CI: -21.12, -16.62)","-21.28 (1.2, CI: -23.66, -18.97)","-23.26 (1.26, CI: -25.78, -20.85)","-24.85 (1.34, CI: -27.6, -22.35)","-26.09 (1.44, CI: -28.92, -23.26)","-27.06 (1.54, CI: -30.11, -24.08)","-27.84 (1.64, CI: -30.81, -24.36)","-28.47 (1.78, CI: -32.18, -25.22)","-232.12 (14.07, CI: -260.09, -204.93)","8.69",NA,"Yes"
"158","-0.16 (0.43, CI: -1, 0.72)","-0.77 (0.36, CI: -1.47, -0.05)","-1.19 (0.38, CI: -1.94, -0.46)","-1.46 (0.42, CI: -2.27, -0.63)","-1.64 (0.49, CI: -2.6, -0.69)","-1.83 (0.57, CI: -2.94, -0.73)","-2.03 (0.66, CI: -3.33, -0.77)","-2.23 (0.75, CI: -3.75, -0.79)","-2.41 (0.84, CI: -4.08, -0.77)","-2.52 (0.93, CI: -4.38, -0.7)","-2.55 (1.03, CI: -4.6, -0.51)","-2.46 (1.13, CI: -4.66, -0.19)","-2.21 (1.26, CI: -4.64, 0.27)","-22.26 (7.77, CI: -37.49, -7.02)","2.28","0.74","Yes"
"135","-3.42 (1.12, CI: -5.62, -1.23)","-6.48 (0.99, CI: -8.56, -4.66)","-9.5 (0.96, CI: -11.26, -7.49)","-12.49 (0.96, CI: -14.35, -10.58)","-15.36 (0.95, CI: -17.27, -13.53)","-18.01 (0.99, CI: -19.92, -16.04)","-20.32 (1.05, CI: -22.31, -18.18)","-22.22 (1.13, CI: -24.33, -19.9)","-23.75 (1.21, CI: -26.03, -21.3)","-24.96 (1.32, CI: -27.41, -22.24)","-25.86 (1.43, CI: -28.62, -23.02)","-26.56 (1.55, CI: -29.65, -23.58)","-27.09 (1.68, CI: -30.32, -23.74)","-220.84 (12.38, CI: -243.09, -194.55)","7.16",NA,"Yes"
"142","-1.15 (0.82, CI: -2.83, 0.4)","-2.01 (0.78, CI: -3.59, -0.55)","-2.76 (0.89, CI: -4.5, -1.01)","-3.3 (1.04, CI: -5.37, -1.3)","-3.76 (1.19, CI: -6.13, -1.48)","-4.28 (1.35, CI: -7.03, -1.74)","-4.96 (1.49, CI: -7.77, -1.94)","-5.67 (1.63, CI: -8.76, -2.38)","-6.21 (1.79, CI: -9.59, -2.57)","-6.37 (1.97, CI: -10.34, -2.6)","-6.2 (2.17, CI: -10.4, -1.9)","-5.72 (2.41, CI: -10.77, -1.34)","-5.06 (2.72, CI: -10.44, 0.23)","-54.36 (16.86, CI: -86.42, -20.32)","5.53",NA,"Yes"
"29","-4.36 (1.36, CI: -7.06, -1.72)","-7.19 (1.22, CI: -9.75, -4.96)","-10.07 (1.18, CI: -12.44, -7.82)","-13.03 (1.15, CI: -15.29, -10.77)","-15.98 (1.14, CI: -18.28, -13.82)","-18.79 (1.17, CI: -21.15, -16.57)","-21.23 (1.2, CI: -23.62, -18.9)","-23.21 (1.26, CI: -25.78, -20.85)","-24.78 (1.33, CI: -27.41, -22.19)","-26.02 (1.43, CI: -28.84, -23.22)","-26.98 (1.53, CI: -29.97, -23.97)","-27.76 (1.63, CI: -30.95, -24.58)","-28.36 (1.77, CI: -31.7, -24.76)","-231.55 (14.17, CI: -259.95, -204.42)","8.7",NA,"Yes"
"39","-3.38 (1.12, CI: -5.48, -1.11)","-6.41 (1.01, CI: -8.43, -4.45)","-9.42 (0.98, CI: -11.28, -7.45)","-12.39 (0.97, CI: -14.28, -10.48)","-15.28 (0.97, CI: -17.29, -13.51)","-17.94 (1, CI: -19.96, -16.04)","-20.24 (1.05, CI: -22.4, -18.3)","-22.14 (1.12, CI: -24.38, -20.01)","-23.68 (1.2, CI: -26.07, -21.37)","-24.88 (1.3, CI: -27.45, -22.36)","-25.8 (1.42, CI: -28.6, -23.05)","-26.47 (1.52, CI: -29.53, -23.57)","-27.04 (1.65, CI: -30.41, -23.92)","-219.75 (12.19, CI: -244.38, -196.58)","7.17",NA,"Yes"
"41","-4.36 (1.36, CI: -7.06, -1.72)","-7.19 (1.22, CI: -9.75, -4.96)","-10.07 (1.18, CI: -12.44, -7.82)","-13.03 (1.15, CI: -15.29, -10.77)","-15.98 (1.14, CI: -18.28, -13.82)","-18.79 (1.17, CI: -21.15, -16.57)","-21.23 (1.2, CI: -23.62, -18.9)","-23.21 (1.26, CI: -25.78, -20.85)","-24.78 (1.33, CI: -27.41, -22.19)","-26.02 (1.43, CI: -28.84, -23.22)","-26.98 (1.53, CI: -29.97, -23.97)","-27.76 (1.63, CI: -30.95, -24.58)","-28.36 (1.77, CI: -31.7, -24.76)","-231.55 (14.17, CI: -259.95, -204.42)","8.7",NA,"Yes"
"70","-1.13 (0.83, CI: -2.85, 0.4)","-2 (0.8, CI: -3.56, -0.41)","-2.75 (0.91, CI: -4.61, -1.03)","-3.26 (1.05, CI: -5.33, -1.23)","-3.7 (1.2, CI: -6.16, -1.45)","-4.2 (1.38, CI: -6.97, -1.55)","-4.88 (1.53, CI: -7.97, -1.98)","-5.58 (1.67, CI: -8.83, -2.26)","-6.11 (1.82, CI: -9.85, -2.71)","-6.27 (1.99, CI: -10.04, -2.24)","-6.06 (2.17, CI: -10.29, -1.79)","-5.59 (2.4, CI: -10.25, -0.85)","-4.91 (2.65, CI: -10.13, 0.27)","-53.32 (16.97, CI: -87.58, -21.06)","5.52",NA,"Yes"
"28","-0.7 (0.89, CI: -2.48, 1.03)","-1.63 (0.77, CI: -3.16, -0.15)","-2.4 (0.77, CI: -3.94, -0.93)","-2.96 (0.81, CI: -4.54, -1.36)","-3.39 (0.92, CI: -5.29, -1.7)","-3.91 (1.07, CI: -6.07, -1.89)","-4.58 (1.24, CI: -6.9, -2.06)","-5.25 (1.43, CI: -8.03, -2.44)","-5.76 (1.61, CI: -8.87, -2.57)","-5.97 (1.8, CI: -9.48, -2.41)","-5.87 (1.98, CI: -9.77, -2.02)","-5.52 (2.2, CI: -9.81, -1.2)","-5 (2.43, CI: -9.8, -0.27)","-50.02 (14.53, CI: -77.56, -20.6)","6.23",NA,"Yes"
