"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"94","-1.15 (0.82, CI: -2.8, 0.43)","-2.03 (0.79, CI: -3.58, -0.48)","-2.79 (0.91, CI: -4.56, -0.99)","-3.32 (1.06, CI: -5.45, -1.28)","-3.76 (1.22, CI: -6.17, -1.38)","-4.29 (1.39, CI: -7.12, -1.68)","-4.98 (1.52, CI: -7.79, -1.83)","-5.71 (1.67, CI: -8.87, -2.32)","-6.26 (1.82, CI: -9.7, -2.57)","-6.46 (2.01, CI: -10.37, -2.5)","-6.27 (2.21, CI: -10.64, -1.96)","-5.78 (2.45, CI: -10.45, -0.83)","-5.11 (2.7, CI: -10.22, 0.38)","-54.76 (16.98, CI: -87.22, -20.64)","5.52",NA,"Yes"
"118","-1.13 (0.84, CI: -2.71, 0.57)","-2.02 (0.78, CI: -3.54, -0.49)","-2.76 (0.9, CI: -4.64, -1.1)","-3.3 (1.04, CI: -5.32, -1.26)","-3.74 (1.19, CI: -6.15, -1.49)","-4.24 (1.35, CI: -7.04, -1.76)","-4.92 (1.49, CI: -7.83, -2)","-5.63 (1.65, CI: -8.95, -2.5)","-6.17 (1.83, CI: -9.8, -2.62)","-6.34 (2.02, CI: -10.45, -2.53)","-6.13 (2.23, CI: -10.57, -1.82)","-5.68 (2.48, CI: -10.57, -0.85)","-4.99 (2.79, CI: -10.47, 0.45)","-53.98 (17.11, CI: -89.51, -22.43)","5.52",NA,"Yes"
"84","-1.7 (1.13, CI: -3.9, 0.54)","-2.44 (1.06, CI: -4.54, -0.37)","-3.16 (1.2, CI: -5.53, -0.82)","-3.85 (1.36, CI: -6.39, -1.05)","-4.55 (1.54, CI: -7.56, -1.51)","-5.34 (1.74, CI: -8.87, -2.06)","-6.19 (1.9, CI: -9.95, -2.49)","-6.98 (2.07, CI: -11.31, -3.19)","-7.55 (2.26, CI: -11.91, -3.06)","-7.8 (2.44, CI: -12.49, -2.93)","-7.7 (2.66, CI: -12.91, -2.49)","-7.32 (2.9, CI: -13.07, -1.69)","-6.73 (3.23, CI: -12.95, -0.31)","-67.23 (21.41, CI: -108.36, -24.45)","7.67",NA,"Yes"
"108","-1.68 (1.1, CI: -3.92, 0.4)","-2.45 (1.03, CI: -4.43, -0.38)","-3.17 (1.13, CI: -5.37, -0.95)","-3.9 (1.27, CI: -6.45, -1.48)","-4.58 (1.43, CI: -7.24, -1.65)","-5.36 (1.61, CI: -8.48, -2.17)","-6.19 (1.79, CI: -9.75, -2.72)","-7 (1.97, CI: -10.98, -3.25)","-7.56 (2.17, CI: -11.78, -3.28)","-7.77 (2.38, CI: -12.76, -3.42)","-7.66 (2.62, CI: -13.06, -2.8)","-7.3 (2.88, CI: -13.11, -1.84)","-6.78 (3.24, CI: -13.55, -0.84)","-67.49 (20.38, CI: -111.31, -31.44)","7.68",NA,"Yes"
"34","-0.98 (0.72, CI: -2.47, 0.34)","-1.76 (0.66, CI: -3.13, -0.56)","-2.43 (0.77, CI: -3.93, -0.91)","-2.88 (0.92, CI: -4.68, -1.08)","-3.3 (1.08, CI: -5.24, -1.01)","-3.84 (1.23, CI: -6.27, -1.44)","-4.59 (1.35, CI: -7.25, -1.95)","-5.33 (1.48, CI: -8.21, -2.43)","-5.88 (1.62, CI: -8.9, -2.57)","-6.05 (1.78, CI: -9.3, -2.33)","-5.81 (1.99, CI: -9.74, -1.95)","-5.31 (2.22, CI: -9.61, -0.92)","-4.59 (2.5, CI: -9.35, 0.46)","-49.83 (14.85, CI: -79.28, -21.07)","4.27",NA,"Yes"
"46","-1.14 (0.83, CI: -2.79, 0.49)","-2.04 (0.81, CI: -3.6, -0.41)","-2.77 (0.92, CI: -4.6, -0.98)","-3.3 (1.06, CI: -5.3, -1.14)","-3.72 (1.22, CI: -6.14, -1.36)","-4.25 (1.39, CI: -6.98, -1.52)","-4.95 (1.52, CI: -7.75, -1.81)","-5.66 (1.65, CI: -8.92, -2.44)","-6.21 (1.81, CI: -9.75, -2.65)","-6.41 (2.01, CI: -10.15, -2.26)","-6.23 (2.26, CI: -10.21, -1.36)","-5.74 (2.48, CI: -10.55, -0.82)","-5.08 (2.78, CI: -10.55, 0.35)","-54.51 (17.24, CI: -86.93, -19.35)","5.53",NA,"Yes"
"132","-1.69 (1.12, CI: -4.06, 0.34)","-2.47 (1.06, CI: -4.52, -0.38)","-3.2 (1.16, CI: -5.57, -1.02)","-3.9 (1.3, CI: -6.32, -1.23)","-4.58 (1.44, CI: -7.39, -1.76)","-5.36 (1.59, CI: -8.54, -2.3)","-6.23 (1.75, CI: -9.69, -2.83)","-7.04 (1.92, CI: -10.93, -3.41)","-7.63 (2.1, CI: -11.67, -3.45)","-7.82 (2.31, CI: -12.34, -3.3)","-7.71 (2.51, CI: -12.98, -3.12)","-7.34 (2.78, CI: -12.91, -2.02)","-6.8 (3.12, CI: -13.15, -0.92)","-67.37 (19.78, CI: -107.44, -29.9)","7.71",NA,"Yes"
"106","-0.99 (0.71, CI: -2.42, 0.38)","-1.79 (0.66, CI: -3.08, -0.48)","-2.43 (0.77, CI: -3.91, -0.89)","-2.9 (0.9, CI: -4.65, -1.12)","-3.32 (1.05, CI: -5.31, -1.2)","-3.87 (1.2, CI: -6.13, -1.42)","-4.6 (1.33, CI: -7.24, -2.01)","-5.33 (1.47, CI: -8.25, -2.49)","-5.9 (1.62, CI: -9.05, -2.69)","-6.06 (1.8, CI: -9.43, -2.37)","-5.82 (2, CI: -9.66, -1.83)","-5.29 (2.21, CI: -9.51, -0.86)","-4.55 (2.47, CI: -9.11, 0.57)","-50.07 (15.02, CI: -79.55, -20.65)","4.27",NA,"Yes"
"36","-1.74 (1.13, CI: -3.99, 0.43)","-2.49 (1.06, CI: -4.6, -0.45)","-3.26 (1.17, CI: -5.62, -1.04)","-3.97 (1.31, CI: -6.59, -1.46)","-4.71 (1.46, CI: -7.5, -1.77)","-5.51 (1.65, CI: -8.64, -2.19)","-6.39 (1.83, CI: -9.75, -2.58)","-7.18 (2, CI: -11.12, -3.29)","-7.79 (2.18, CI: -12.01, -3.46)","-8.02 (2.39, CI: -12.41, -3.02)","-7.92 (2.65, CI: -12.92, -2.52)","-7.54 (2.95, CI: -13.52, -1.94)","-7.02 (3.3, CI: -13.33, -0.4)","-69.08 (20.75, CI: -108.47, -27.15)","7.69",NA,"Yes"
"48","-1.74 (1.13, CI: -3.99, 0.43)","-2.49 (1.06, CI: -4.6, -0.45)","-3.26 (1.17, CI: -5.62, -1.04)","-3.97 (1.31, CI: -6.59, -1.46)","-4.71 (1.46, CI: -7.5, -1.77)","-5.51 (1.65, CI: -8.64, -2.19)","-6.39 (1.83, CI: -9.75, -2.58)","-7.18 (2, CI: -11.12, -3.29)","-7.79 (2.18, CI: -12.01, -3.46)","-8.02 (2.39, CI: -12.41, -3.02)","-7.92 (2.65, CI: -12.92, -2.52)","-7.54 (2.95, CI: -13.52, -1.94)","-7.02 (3.3, CI: -13.33, -0.4)","-69.08 (20.75, CI: -108.47, -27.15)","7.69",NA,"Yes"
"111","-3.38 (1.13, CI: -5.68, -1.24)","-6.42 (0.99, CI: -8.21, -4.34)","-9.43 (0.96, CI: -11.26, -7.49)","-12.41 (0.97, CI: -14.24, -10.44)","-15.28 (0.96, CI: -17.15, -13.38)","-17.93 (1.01, CI: -19.97, -16.03)","-20.24 (1.07, CI: -22.48, -18.29)","-22.14 (1.12, CI: -24.36, -19.96)","-23.69 (1.22, CI: -26.14, -21.36)","-24.88 (1.32, CI: -27.47, -22.28)","-25.81 (1.45, CI: -28.55, -22.87)","-26.5 (1.57, CI: -29.5, -23.33)","-27.03 (1.73, CI: -30.32, -23.54)","-219.73 (12.45, CI: -244.1, -195.28)","7.14",NA,"Yes"
"123","-3.11 (1.04, CI: -5.16, -1.08)","-6.12 (0.91, CI: -7.84, -4.27)","-9.16 (0.89, CI: -10.88, -7.37)","-12.15 (0.9, CI: -13.94, -10.44)","-15.03 (0.91, CI: -16.84, -13.29)","-17.72 (0.95, CI: -19.52, -15.81)","-20.04 (1.02, CI: -22.02, -18.03)","-21.95 (1.09, CI: -24.06, -19.8)","-23.49 (1.18, CI: -25.92, -21.28)","-24.7 (1.3, CI: -27.26, -22.17)","-25.61 (1.39, CI: -28.29, -22.84)","-26.28 (1.5, CI: -29.1, -23.22)","-26.79 (1.63, CI: -29.95, -23.57)","-217.2 (11.85, CI: -241.46, -195.02)","6.63",NA,"Yes"
"130","-0.99 (0.7, CI: -2.26, 0.49)","-1.78 (0.62, CI: -2.97, -0.56)","-2.46 (0.76, CI: -3.91, -0.93)","-2.94 (0.9, CI: -4.7, -1.16)","-3.35 (1.07, CI: -5.44, -1.26)","-3.92 (1.23, CI: -6.34, -1.5)","-4.66 (1.39, CI: -7.46, -2.02)","-5.41 (1.52, CI: -8.49, -2.53)","-5.97 (1.68, CI: -9.32, -2.75)","-6.15 (1.85, CI: -9.76, -2.51)","-5.93 (2.06, CI: -10.02, -1.96)","-5.4 (2.27, CI: -9.6, -0.71)","-4.66 (2.54, CI: -9.37, 0.6)","-50.73 (15.43, CI: -80.49, -20.02)","4.27",NA,"Yes"
"87","-3.3 (1.12, CI: -5.45, -1.08)","-6.36 (1, CI: -8.42, -4.48)","-9.41 (0.96, CI: -11.26, -7.5)","-12.42 (0.96, CI: -14.34, -10.58)","-15.3 (0.96, CI: -17.25, -13.49)","-17.97 (1.01, CI: -19.93, -15.99)","-20.29 (1.07, CI: -22.47, -18.27)","-22.21 (1.13, CI: -24.47, -20.05)","-23.76 (1.22, CI: -26.04, -21.26)","-24.98 (1.34, CI: -27.56, -22.29)","-25.91 (1.45, CI: -28.8, -23.1)","-26.6 (1.56, CI: -29.69, -23.56)","-27.17 (1.7, CI: -30.59, -23.92)","-220.55 (12.3, CI: -245.01, -196.78)","7.14",NA,"Yes"
"63","-3.34 (1.12, CI: -5.53, -1.15)","-6.38 (1, CI: -8.37, -4.43)","-9.4 (0.98, CI: -11.31, -7.49)","-12.39 (0.98, CI: -14.29, -10.45)","-15.27 (0.96, CI: -17.12, -13.34)","-17.94 (1, CI: -19.87, -15.97)","-20.25 (1.07, CI: -22.3, -18.11)","-22.15 (1.14, CI: -24.41, -19.93)","-23.7 (1.22, CI: -26.08, -21.29)","-24.9 (1.33, CI: -27.53, -22.3)","-25.81 (1.44, CI: -28.76, -23.11)","-26.5 (1.54, CI: -29.62, -23.57)","-27.03 (1.67, CI: -30.31, -23.76)","-220.06 (12.38, CI: -243.81, -195.27)","7.16",NA,"Yes"
"82","-0.96 (0.69, CI: -2.26, 0.45)","-1.75 (0.63, CI: -3.04, -0.55)","-2.42 (0.75, CI: -3.91, -0.97)","-2.9 (0.9, CI: -4.71, -1.2)","-3.31 (1.06, CI: -5.38, -1.21)","-3.86 (1.23, CI: -6.04, -1.21)","-4.6 (1.38, CI: -7.45, -2.05)","-5.35 (1.49, CI: -8.28, -2.44)","-5.88 (1.65, CI: -9.28, -2.82)","-6.04 (1.83, CI: -9.55, -2.37)","-5.83 (2.02, CI: -9.74, -1.82)","-5.34 (2.24, CI: -9.73, -0.95)","-4.59 (2.51, CI: -9.4, 0.43)","-49.91 (15.27, CI: -81.27, -21.4)","4.28",NA,"Yes"
"58","-0.99 (0.71, CI: -2.37, 0.43)","-1.79 (0.64, CI: -3.08, -0.57)","-2.43 (0.75, CI: -3.87, -0.95)","-2.87 (0.89, CI: -4.69, -1.21)","-3.28 (1.04, CI: -5.42, -1.32)","-3.83 (1.2, CI: -6.33, -1.6)","-4.58 (1.34, CI: -7.28, -2.03)","-5.32 (1.48, CI: -8.34, -2.54)","-5.86 (1.64, CI: -9.27, -2.84)","-6.02 (1.83, CI: -9.58, -2.41)","-5.77 (2.04, CI: -9.78, -1.77)","-5.23 (2.28, CI: -9.64, -0.72)","-4.48 (2.54, CI: -9.4, 0.55)","-49.72 (15.21, CI: -81.61, -21.99)","4.25",NA,"Yes"
"120","-1.68 (1.1, CI: -3.92, 0.4)","-2.45 (1.03, CI: -4.43, -0.38)","-3.17 (1.13, CI: -5.37, -0.95)","-3.9 (1.27, CI: -6.45, -1.48)","-4.58 (1.43, CI: -7.24, -1.65)","-5.36 (1.61, CI: -8.48, -2.17)","-6.19 (1.79, CI: -9.75, -2.72)","-7 (1.97, CI: -10.98, -3.25)","-7.56 (2.17, CI: -11.78, -3.28)","-7.77 (2.38, CI: -12.76, -3.42)","-7.66 (2.62, CI: -13.06, -2.8)","-7.3 (2.88, CI: -13.11, -1.84)","-6.78 (3.24, CI: -13.55, -0.84)","-67.49 (20.38, CI: -111.31, -31.44)","7.68",NA,"Yes"
"60","-1.74 (1.09, CI: -3.8, 0.49)","-2.51 (1.02, CI: -4.55, -0.54)","-3.26 (1.12, CI: -5.46, -1.06)","-3.97 (1.3, CI: -6.4, -1.32)","-4.69 (1.47, CI: -7.56, -1.8)","-5.5 (1.66, CI: -8.8, -2.28)","-6.38 (1.85, CI: -10.15, -2.91)","-7.19 (2.02, CI: -11, -3.09)","-7.76 (2.2, CI: -12.07, -3.45)","-7.99 (2.41, CI: -12.57, -3.12)","-7.89 (2.64, CI: -13.01, -2.65)","-7.51 (2.94, CI: -13.12, -1.6)","-6.99 (3.28, CI: -13.74, -0.89)","-69.12 (20.95, CI: -111.01, -28.87)","7.67",NA,"Yes"
"96","-1.7 (1.13, CI: -3.9, 0.54)","-2.44 (1.06, CI: -4.54, -0.37)","-3.16 (1.2, CI: -5.53, -0.82)","-3.85 (1.36, CI: -6.39, -1.05)","-4.55 (1.54, CI: -7.56, -1.51)","-5.34 (1.74, CI: -8.87, -2.06)","-6.19 (1.9, CI: -9.95, -2.49)","-6.98 (2.07, CI: -11.31, -3.19)","-7.55 (2.26, CI: -11.91, -3.06)","-7.8 (2.44, CI: -12.49, -2.93)","-7.7 (2.66, CI: -12.91, -2.49)","-7.32 (2.9, CI: -13.07, -1.69)","-6.73 (3.23, CI: -12.95, -0.31)","-67.23 (21.41, CI: -108.36, -24.45)","7.67",NA,"Yes"
"51","-3.16 (1.02, CI: -5.19, -1.18)","-6.17 (0.9, CI: -7.91, -4.39)","-9.16 (0.88, CI: -10.86, -7.4)","-12.16 (0.89, CI: -13.84, -10.35)","-15.05 (0.9, CI: -16.8, -13.25)","-17.71 (0.96, CI: -19.54, -15.77)","-20.01 (1.04, CI: -22.2, -18.13)","-21.92 (1.12, CI: -24.31, -19.92)","-23.45 (1.22, CI: -25.83, -21.07)","-24.66 (1.32, CI: -27.44, -22.26)","-25.55 (1.42, CI: -28.41, -22.83)","-26.21 (1.54, CI: -29.34, -23.32)","-26.73 (1.66, CI: -30.1, -23.58)","-216.94 (12.15, CI: -240.29, -192.65)","6.64",NA,"Yes"
"72","-1.74 (1.09, CI: -3.8, 0.49)","-2.51 (1.02, CI: -4.55, -0.54)","-3.26 (1.12, CI: -5.46, -1.06)","-3.97 (1.3, CI: -6.4, -1.32)","-4.69 (1.47, CI: -7.56, -1.8)","-5.5 (1.66, CI: -8.8, -2.28)","-6.38 (1.85, CI: -10.15, -2.91)","-7.19 (2.02, CI: -11, -3.09)","-7.76 (2.2, CI: -12.07, -3.45)","-7.99 (2.41, CI: -12.57, -3.12)","-7.89 (2.64, CI: -13.01, -2.65)","-7.51 (2.94, CI: -13.12, -1.6)","-6.99 (3.28, CI: -13.74, -0.89)","-69.12 (20.95, CI: -111.01, -28.87)","7.67",NA,"Yes"
"144","-1.69 (1.12, CI: -4.06, 0.34)","-2.47 (1.06, CI: -4.52, -0.38)","-3.2 (1.16, CI: -5.57, -1.02)","-3.9 (1.3, CI: -6.32, -1.23)","-4.58 (1.44, CI: -7.39, -1.76)","-5.36 (1.59, CI: -8.54, -2.3)","-6.23 (1.75, CI: -9.69, -2.83)","-7.04 (1.92, CI: -10.93, -3.41)","-7.63 (2.1, CI: -11.67, -3.45)","-7.82 (2.31, CI: -12.34, -3.3)","-7.71 (2.51, CI: -12.98, -3.12)","-7.34 (2.78, CI: -12.91, -2.02)","-6.8 (3.12, CI: -13.15, -0.92)","-67.37 (19.78, CI: -107.44, -29.9)","7.71",NA,"Yes"
"75","-3.11 (1.06, CI: -5.25, -1.1)","-6.13 (0.91, CI: -7.92, -4.35)","-9.13 (0.89, CI: -10.95, -7.45)","-12.12 (0.9, CI: -13.85, -10.33)","-15.02 (0.92, CI: -16.87, -13.28)","-17.69 (0.96, CI: -19.64, -15.88)","-20 (1.04, CI: -22.03, -17.97)","-21.9 (1.12, CI: -24.06, -19.68)","-23.44 (1.23, CI: -25.82, -21.01)","-24.65 (1.34, CI: -27.1, -21.84)","-25.56 (1.44, CI: -28.44, -22.78)","-26.24 (1.53, CI: -29.23, -23.23)","-26.77 (1.65, CI: -29.83, -23.35)","-216.65 (12.13, CI: -240.9, -193.34)","6.63",NA,"Yes"
"99","-3.11 (1.03, CI: -5.11, -1.06)","-6.13 (0.92, CI: -7.9, -4.29)","-9.13 (0.9, CI: -10.82, -7.28)","-12.14 (0.9, CI: -13.8, -10.29)","-15.04 (0.9, CI: -16.77, -13.24)","-17.73 (0.96, CI: -19.62, -15.85)","-20.03 (1.05, CI: -22, -17.89)","-21.95 (1.12, CI: -24.11, -19.72)","-23.48 (1.21, CI: -25.81, -21.07)","-24.69 (1.33, CI: -27.28, -22.07)","-25.59 (1.45, CI: -28.27, -22.6)","-26.28 (1.56, CI: -29.22, -23.12)","-26.82 (1.7, CI: -29.88, -23.22)","-217.24 (12.02, CI: -240.87, -193.77)","6.61",NA,"Yes"
"169","0.13 (0.68, CI: -1.21, 1.47)","-4.26 (0.59, CI: -5.46, -3.11)","-8.02 (0.6, CI: -9.23, -6.85)","-11.25 (0.67, CI: -12.59, -9.97)","-14.14 (0.77, CI: -15.69, -12.67)","-16.84 (0.88, CI: -18.6, -15.15)","-19.2 (1.01, CI: -21.24, -17.21)","-21.11 (1.15, CI: -23.43, -18.88)","-22.61 (1.28, CI: -25.16, -20.14)","-23.78 (1.42, CI: -26.62, -21.04)","-24.69 (1.57, CI: -27.79, -21.67)","-25.39 (1.73, CI: -28.8, -22.1)","-25.96 (1.89, CI: -29.68, -22.33)","-204.22 (12.05, CI: -227.98, -180.87)","3.46","1.1","Yes"
"27","-3.18 (1.02, CI: -5.12, -1.11)","-6.18 (0.88, CI: -7.87, -4.41)","-9.18 (0.87, CI: -10.87, -7.48)","-12.17 (0.89, CI: -13.86, -10.38)","-15.07 (0.89, CI: -16.76, -13.28)","-17.73 (0.94, CI: -19.59, -15.88)","-20.04 (1.02, CI: -21.99, -18)","-21.93 (1.09, CI: -24, -19.75)","-23.47 (1.18, CI: -25.84, -21.21)","-24.67 (1.29, CI: -27.13, -22.06)","-25.56 (1.4, CI: -28.3, -22.8)","-26.24 (1.54, CI: -29.17, -23.14)","-26.77 (1.69, CI: -29.9, -23.29)","-217 (11.75, CI: -240.29, -194.22)","6.64",NA,"Yes"
"141","-3.26 (1.18, CI: -5.65, -1.02)","-6.34 (1.11, CI: -8.6, -4.25)","-9.41 (1.15, CI: -11.53, -7.02)","-12.44 (1.22, CI: -14.73, -9.93)","-15.4 (1.29, CI: -17.77, -12.73)","-18.12 (1.38, CI: -20.64, -15.24)","-20.48 (1.47, CI: -23.36, -17.6)","-22.44 (1.54, CI: -25.34, -19.31)","-23.96 (1.61, CI: -27.27, -20.96)","-25.11 (1.68, CI: -28.27, -21.67)","-25.89 (1.75, CI: -29.27, -22.42)","-26.42 (1.81, CI: -29.88, -22.79)","-26.76 (1.92, CI: -30.49, -22.98)","-221.3 (16.62, CI: -253.5, -188.34)","7.56",NA,"Yes"
"143","-4.28 (1.37, CI: -6.95, -1.58)","-7.17 (1.28, CI: -9.76, -4.75)","-10.1 (1.31, CI: -12.78, -7.65)","-13.14 (1.35, CI: -15.86, -10.58)","-16.24 (1.43, CI: -19.21, -13.6)","-19.16 (1.52, CI: -22.31, -16.35)","-21.71 (1.59, CI: -24.85, -18.6)","-23.72 (1.65, CI: -26.89, -20.43)","-25.26 (1.72, CI: -28.56, -21.82)","-26.37 (1.78, CI: -29.95, -22.97)","-27.14 (1.83, CI: -30.94, -23.76)","-27.62 (1.9, CI: -31.53, -24.1)","-27.88 (1.98, CI: -31.92, -24.14)","-233.76 (18.02, CI: -271.29, -200.67)","8.9",NA,"Yes"
"47","-4.21 (1.39, CI: -6.97, -1.53)","-7.1 (1.28, CI: -9.6, -4.56)","-10.06 (1.31, CI: -12.52, -7.39)","-13.1 (1.36, CI: -15.71, -10.35)","-16.19 (1.44, CI: -19.03, -13.39)","-19.13 (1.53, CI: -22.06, -16.08)","-21.66 (1.62, CI: -24.83, -18.47)","-23.66 (1.69, CI: -27.06, -20.44)","-25.19 (1.78, CI: -28.68, -21.7)","-26.32 (1.87, CI: -30.02, -22.69)","-27.09 (1.93, CI: -30.97, -23.42)","-27.58 (1.96, CI: -31.63, -23.94)","-27.86 (2.03, CI: -31.73, -23.79)","-232.74 (18.23, CI: -270.46, -198.98)","8.88",NA,"Yes"
"35","-4.21 (1.39, CI: -6.97, -1.53)","-7.1 (1.28, CI: -9.6, -4.56)","-10.06 (1.31, CI: -12.52, -7.39)","-13.1 (1.36, CI: -15.71, -10.35)","-16.19 (1.44, CI: -19.03, -13.39)","-19.13 (1.53, CI: -22.06, -16.08)","-21.66 (1.62, CI: -24.83, -18.47)","-23.66 (1.69, CI: -27.06, -20.44)","-25.19 (1.78, CI: -28.68, -21.7)","-26.32 (1.87, CI: -30.02, -22.69)","-27.09 (1.93, CI: -30.97, -23.42)","-27.58 (1.96, CI: -31.63, -23.94)","-27.86 (2.03, CI: -31.73, -23.79)","-232.74 (18.23, CI: -270.46, -198.98)","8.88",NA,"Yes"
"69","-3.3 (1.18, CI: -5.52, -0.89)","-6.36 (1.11, CI: -8.44, -4.1)","-9.41 (1.14, CI: -11.66, -7.19)","-12.45 (1.21, CI: -14.78, -10.03)","-15.42 (1.29, CI: -17.83, -12.78)","-18.15 (1.39, CI: -20.92, -15.46)","-20.52 (1.48, CI: -23.32, -17.52)","-22.48 (1.55, CI: -25.41, -19.32)","-24.01 (1.64, CI: -27.35, -20.93)","-25.16 (1.72, CI: -28.46, -21.72)","-25.96 (1.8, CI: -29.63, -22.58)","-26.46 (1.85, CI: -30.14, -22.91)","-26.78 (1.93, CI: -30.49, -22.92)","-221.37 (16.49, CI: -253.73, -189.09)","7.54",NA,"Yes"
"181","0.11 (0.68, CI: -1.23, 1.44)","-4.28 (0.59, CI: -5.43, -3.1)","-8.03 (0.6, CI: -9.2, -6.81)","-11.26 (0.67, CI: -12.55, -9.9)","-14.16 (0.76, CI: -15.63, -12.62)","-16.86 (0.88, CI: -18.56, -15.12)","-19.22 (1.01, CI: -21.2, -17.17)","-21.13 (1.14, CI: -23.33, -18.83)","-22.63 (1.28, CI: -25.07, -20.05)","-23.8 (1.42, CI: -26.54, -20.91)","-24.71 (1.57, CI: -27.74, -21.51)","-25.42 (1.72, CI: -28.76, -21.96)","-25.99 (1.88, CI: -29.63, -22.23)","-204.45 (12.04, CI: -227.63, -180.2)","3.45","1.1","Yes"
"107","-4.3 (1.4, CI: -6.98, -1.51)","-7.22 (1.32, CI: -9.76, -4.58)","-10.17 (1.36, CI: -12.74, -7.41)","-13.21 (1.41, CI: -15.92, -10.38)","-16.3 (1.47, CI: -19.18, -13.42)","-19.2 (1.57, CI: -22.16, -16.01)","-21.75 (1.66, CI: -24.99, -18.49)","-23.77 (1.74, CI: -27.17, -20.35)","-25.32 (1.82, CI: -28.66, -21.55)","-26.44 (1.88, CI: -30.11, -22.72)","-27.22 (1.95, CI: -31.01, -23.38)","-27.68 (2.01, CI: -31.55, -23.66)","-27.94 (2.09, CI: -31.95, -23.76)","-234.42 (18.73, CI: -268.98, -195.56)","8.9",NA,"Yes"
"33","-3.09 (1.09, CI: -5.08, -0.82)","-6.1 (1, CI: -8.08, -4.15)","-9.1 (1.06, CI: -11.22, -7.08)","-12.12 (1.14, CI: -14.27, -9.82)","-15.09 (1.21, CI: -17.37, -12.61)","-17.84 (1.31, CI: -20.35, -15.2)","-20.23 (1.42, CI: -22.97, -17.42)","-22.17 (1.48, CI: -25.17, -19.35)","-23.71 (1.55, CI: -26.65, -20.58)","-24.84 (1.62, CI: -27.97, -21.63)","-25.62 (1.69, CI: -28.89, -22.25)","-26.15 (1.77, CI: -29.88, -22.94)","-26.47 (1.86, CI: -30.19, -22.88)","-217.71 (15.64, CI: -247.71, -186.4)","7.06",NA,"Yes"
"131","-4.28 (1.37, CI: -6.95, -1.58)","-7.17 (1.28, CI: -9.76, -4.75)","-10.1 (1.31, CI: -12.78, -7.65)","-13.14 (1.35, CI: -15.86, -10.58)","-16.24 (1.43, CI: -19.21, -13.6)","-19.16 (1.52, CI: -22.31, -16.35)","-21.71 (1.59, CI: -24.85, -18.6)","-23.72 (1.65, CI: -26.89, -20.43)","-25.26 (1.72, CI: -28.56, -21.82)","-26.37 (1.78, CI: -29.95, -22.97)","-27.14 (1.83, CI: -30.94, -23.76)","-27.62 (1.9, CI: -31.53, -24.1)","-27.88 (1.98, CI: -31.92, -24.14)","-233.76 (18.02, CI: -271.29, -200.67)","8.9",NA,"Yes"
"83","-4.27 (1.34, CI: -6.79, -1.51)","-7.15 (1.27, CI: -9.55, -4.59)","-10.08 (1.29, CI: -12.67, -7.62)","-13.14 (1.37, CI: -15.99, -10.61)","-16.23 (1.43, CI: -19.07, -13.46)","-19.15 (1.52, CI: -22.11, -16.14)","-21.68 (1.63, CI: -24.92, -18.53)","-23.71 (1.7, CI: -27.16, -20.49)","-25.26 (1.76, CI: -28.83, -21.93)","-26.4 (1.83, CI: -30.06, -22.89)","-27.16 (1.91, CI: -30.86, -23.38)","-27.64 (1.98, CI: -31.35, -23.6)","-27.92 (2.07, CI: -32.15, -24.02)","-233.59 (18.22, CI: -271.33, -199.9)","8.95",NA,"Yes"
"95","-4.27 (1.34, CI: -6.79, -1.51)","-7.15 (1.27, CI: -9.55, -4.59)","-10.08 (1.29, CI: -12.67, -7.62)","-13.14 (1.37, CI: -15.99, -10.61)","-16.23 (1.43, CI: -19.07, -13.46)","-19.15 (1.52, CI: -22.11, -16.14)","-21.68 (1.63, CI: -24.92, -18.53)","-23.71 (1.7, CI: -27.16, -20.49)","-25.26 (1.76, CI: -28.83, -21.93)","-26.4 (1.83, CI: -30.06, -22.89)","-27.16 (1.91, CI: -30.86, -23.38)","-27.64 (1.98, CI: -31.35, -23.6)","-27.92 (2.07, CI: -32.15, -24.02)","-233.59 (18.22, CI: -271.33, -199.9)","8.95",NA,"Yes"
"119","-4.3 (1.4, CI: -6.98, -1.51)","-7.22 (1.32, CI: -9.76, -4.58)","-10.17 (1.36, CI: -12.74, -7.41)","-13.21 (1.41, CI: -15.92, -10.38)","-16.3 (1.47, CI: -19.18, -13.42)","-19.2 (1.57, CI: -22.16, -16.01)","-21.75 (1.66, CI: -24.99, -18.49)","-23.77 (1.74, CI: -27.17, -20.35)","-25.32 (1.82, CI: -28.66, -21.55)","-26.44 (1.88, CI: -30.11, -22.72)","-27.22 (1.95, CI: -31.01, -23.38)","-27.68 (2.01, CI: -31.55, -23.66)","-27.94 (2.09, CI: -31.95, -23.76)","-234.42 (18.73, CI: -268.98, -195.56)","8.9",NA,"Yes"
