"setting.idx","method","Dose 1","Dose 2","Dose 3","Dose 4","Dose 5","EN","EN.Overdose","DLT_pts","duration"
6,"ours0.total",6.31,8.52,10.98,11.28,4.64,41.73,4.64,5.52,34.65
6,"bf.s1",5.11,8.14,11.4,10.75,4.11,39.5,4.11,0,33.37
6,"bf.s2",0,0,0,0,0,0,0,0,0
6,"bf.total",5.11,8.14,11.4,10.75,4.11,39.5,4.11,5.52,33.37
6,"ours1.s1",6.19,8.29,10.58,10.53,4.51,40.11,4.51,0,26.87
6,"ours1.s2",0,0.01,0.17,0.78,0.6,1.57,0.6,0,1.37
6,"ours1.total",6.2,8.31,10.75,11.32,5.11,41.68,5.11,5.6,28.24
6,"ours2.s1",6.2,8.33,10.68,10.38,4.39,39.99,4.39,0,27.3
6,"ours2.s2",0,0.01,0.16,0.89,0.67,1.72,0.67,0,1.45
6,"ours2.total",6.21,8.34,10.84,11.27,5.06,41.71,5.06,5.49,28.75
6,"ours3.s1",6.19,8.25,10.77,10.45,4.46,40.13,4.46,0,27.42
6,"ours3.s2",0,0,0,0,0,0,0,0,0
6,"ours3.total",6.19,8.25,10.77,10.45,4.46,40.13,4.46,5.5,27.42
6,"titeet",4.2,5.6,7.5,9.2,3.5,30,3.5,4.4,25.38
6,"tite12",4.3,5,5.7,7.8,4.6,27.4,4.6,4.3,23.83
6,"bfet",4.76,6.77,8.97,10.26,4.74,35.49,4.74,5.07,24.2
37,"ours0.s1",12.15,13.68,9.74,3.63,0.74,39.94,4.37,0,30.98
37,"ours0.s2",0,0.01,0.15,0.16,0.05,0.37,0.21,0,0.33
37,"ours0.total",12.15,13.69,9.89,3.79,0.79,40.31,4.58,6.67,31.3
37,"bf.s1",11.51,13.94,10.3,3.96,0.73,40.44,4.69,0,31.03
37,"bf.s2",0,0,0,0,0,0,0,0,0
37,"bf.total",11.51,13.94,10.3,3.96,0.73,40.44,4.69,6.84,31.03
37,"ours1.s1",11.97,13.27,10.07,3.99,0.81,40.11,4.8,0,24.71
37,"ours1.s2",0,0.03,0.17,0.24,0.04,0.49,0.29,0,0.44
37,"ours1.total",11.97,13.3,10.24,4.23,0.85,40.6,5.08,6.78,25.15
37,"ours2.s1",11.98,13.3,9.83,3.77,0.76,39.64,4.53,0,25.11
37,"ours2.s2",0,0.02,0.19,0.17,0.05,0.44,0.23,0,0.38
37,"ours2.total",11.98,13.32,10.02,3.94,0.82,40.08,4.76,6.67,25.5
37,"ours3.s1",11.99,13.28,10,3.95,0.85,40.07,4.8,0,25.24
37,"ours3.s2",0,0,0,0,0,0,0,0,0
37,"ours3.total",11.99,13.28,10,3.95,0.85,40.07,4.8,6.75,25.24
37,"titeet",11.4,10,5.9,2.2,0.5,30,2.7,4.4,22.04
37,"tite12",7,6.6,5,3.4,1.7,23.7,5.1,4.5,19.69
37,"bfet",10.75,12.59,9.18,3.89,1.02,37.44,4.91,6.13,20.4
27,"ours0.s1",12.24,13.61,9.88,3.67,0.69,40.09,4.36,0,30.98
27,"ours0.s2",0,0.01,0.2,0.2,0.05,0.46,0.25,0,0.43
27,"ours0.total",12.24,13.62,10.07,3.87,0.74,40.54,4.61,6.69,31.41
27,"bf.s1",11.51,13.94,10.3,3.96,0.73,40.44,4.69,0,31.03
27,"bf.s2",0,0,0,0,0,0,0,0,0
27,"bf.total",11.51,13.94,10.3,3.96,0.73,40.44,4.69,6.84,31.03
27,"ours1.s1",12.04,13.33,10.02,3.82,0.73,39.94,4.55,0,24.62
27,"ours1.s2",0,0.02,0.26,0.33,0.09,0.7,0.42,0,0.61
27,"ours1.total",12.04,13.35,10.28,4.14,0.82,40.64,4.97,6.74,25.23
27,"ours2.s1",12.02,13.28,9.91,3.79,0.77,39.78,4.57,0,25.05
27,"ours2.s2",0,0.02,0.24,0.3,0.09,0.66,0.39,0,0.57
27,"ours2.total",12.03,13.29,10.16,4.09,0.87,40.44,4.96,6.72,25.63
27,"ours3.s1",12,13.31,10.01,3.94,0.85,40.1,4.79,0,25.2
27,"ours3.s2",0,0,0,0,0,0,0,0,0
27,"ours3.total",12,13.31,10.01,3.94,0.85,40.1,4.79,6.75,25.2
27,"titeet",11.4,10,5.9,2.2,0.5,30,2.7,4.4,22.04
27,"tite12",7,6.6,5,3.4,1.7,23.7,5.1,4.5,19.69
27,"bfet",10.75,12.59,9.18,3.89,1.02,37.44,4.91,6.13,20.4
17,"ours0.s1",12.21,13.59,9.88,3.64,0.71,40.03,4.36,0,30.89
17,"ours0.s2",0,0.01,0.19,0.21,0.04,0.46,0.25,0,0.42
17,"ours0.total",12.21,13.61,10.07,3.85,0.76,40.49,4.61,6.7,31.32
17,"bf.s1",11.51,13.94,10.3,3.96,0.73,40.44,4.69,0,31.03
17,"bf.s2",0,0,0,0,0,0,0,0,0
17,"bf.total",11.51,13.94,10.3,3.96,0.73,40.44,4.69,6.84,31.03
17,"ours1.s1",12.07,13.33,10,3.8,0.74,39.94,4.54,0,24.63
17,"ours1.s2",0.01,0.02,0.21,0.28,0.08,0.6,0.36,0,0.54
17,"ours1.total",12.07,13.35,10.21,4.08,0.82,40.54,4.9,6.74,25.17
17,"ours2.s1",12.06,13.34,9.83,3.68,0.81,39.72,4.49,0,25.04
17,"ours2.s2",0,0.02,0.23,0.29,0.08,0.62,0.37,0,0.54
17,"ours2.total",12.06,13.36,10.06,3.97,0.89,40.34,4.86,6.7,25.58
17,"ours3.s1",12,13.31,10,3.94,0.84,40.09,4.78,0,25.21
17,"ours3.s2",0,0,0,0,0,0,0,0,0
17,"ours3.total",12,13.31,10,3.94,0.84,40.09,4.78,6.76,25.21
17,"titeet",11.4,10,5.9,2.2,0.5,30,2.7,4.4,22.04
17,"tite12",7,6.6,5,3.4,1.7,23.7,5.1,4.5,19.69
17,"bfet",10.75,12.59,9.18,3.89,1.02,37.44,4.91,6.13,20.4
44,"ours0.s1",5.76,7.56,9.15,12.2,8.4,43.07,-1,0,34.16
44,"ours0.s2",0,0,0.03,0.34,0.5,0.88,-1,0,0.79
44,"ours0.total",5.76,7.56,9.18,12.54,8.91,43.95,-1,4.17,34.95
44,"bf.s1",4.64,7.25,9.79,12.53,8.46,42.67,-1,0,34.16
44,"bf.s2",0,0,0,0,0,0,-1,0,0
44,"bf.total",4.64,7.25,9.79,12.53,8.46,42.67,-1,4.21,34.16
44,"ours1.s1",5.85,7.65,9.17,11.63,8.73,43.03,-1,0,27.74
44,"ours1.s2",0,0,0.06,0.46,0.42,0.93,-1,0,0.89
44,"ours1.total",5.85,7.66,9.22,12.09,9.14,43.96,-1,4.17,28.64
44,"ours2.s1",5.86,7.5,9.16,11.75,8.71,42.98,-1,0,28.18
44,"ours2.s2",0,0,0.03,0.44,0.41,0.88,-1,0,0.86
44,"ours2.total",5.86,7.5,9.19,12.2,9.12,43.86,-1,4.16,29.04
44,"ours3.s1",5.8,7.53,9.16,11.68,8.74,42.91,-1,0,28.26
44,"ours3.s2",0,0,0,0,0,0,-1,0,0
44,"ours3.total",5.8,7.53,9.16,11.68,8.74,42.91,-1,4.18,28.26
44,"titeet",3.6,4.4,5.6,9.9,6.5,30,-1,3,26.43
44,"tite12",3.6,4.2,5.1,8.4,5.9,27.2,-1,2.8,24.27
44,"bfet",4.39,6.06,7.79,11.07,8.98,38.28,-1,3.76,25.5
24,"ours0.s1",5.85,7.62,9.26,12.22,8.42,43.38,-1,0,34.16
24,"ours0.s2",0,0,0.03,0.37,0.99,1.39,-1,0,1.3
24,"ours0.total",5.85,7.62,9.29,12.59,9.41,44.77,-1,4.16,35.46
24,"bf.s1",4.64,7.25,9.79,12.53,8.46,42.67,-1,0,34.16
24,"bf.s2",0,0,0,0,0,0,-1,0,0
24,"bf.total",4.64,7.25,9.79,12.53,8.46,42.67,-1,4.21,34.16
24,"ours1.s1",5.78,7.6,9.08,11.77,8.73,42.96,-1,0,27.6
24,"ours1.s2",0,0.01,0.05,0.56,1.13,1.75,-1,0,1.53
24,"ours1.total",5.78,7.61,9.14,12.33,9.86,44.71,-1,4.19,29.13
24,"ours2.s1",5.83,7.64,9.06,11.72,8.8,43.06,-1,0,28.13
24,"ours2.s2",0,0,0.04,0.55,1.09,1.68,-1,0,1.51
24,"ours2.total",5.83,7.65,9.1,12.27,9.89,44.74,-1,4.12,29.63
24,"ours3.s1",5.8,7.52,9.18,11.76,8.73,42.99,-1,0,28.2
24,"ours3.s2",0,0,0,0,0,0,-1,0,0
24,"ours3.total",5.8,7.52,9.18,11.76,8.73,42.99,-1,4.18,28.2
24,"titeet",3.6,4.4,5.6,9.9,6.5,30,-1,3,26.43
24,"tite12",3.6,4.2,5.1,8.4,5.9,27.2,-1,2.8,24.27
24,"bfet",4.39,6.06,7.79,11.07,8.98,38.28,-1,3.76,25.5
14,"ours0.s1",5.81,7.65,9.29,12.3,8.47,43.51,-1,0,34.23
14,"ours0.s2",0,0,0.02,0.37,1,1.39,-1,0,1.28
14,"ours0.total",5.81,7.65,9.31,12.67,9.47,44.89,-1,4.19,35.51
14,"bf.s1",4.64,7.25,9.79,12.53,8.46,42.67,-1,0,34.16
14,"bf.s2",0,0,0,0,0,0,-1,0,0
14,"bf.total",4.64,7.25,9.79,12.53,8.46,42.67,-1,4.21,34.16
14,"ours1.s1",5.86,7.68,9.16,11.7,8.69,43.08,-1,0,27.6
14,"ours1.s2",0,0.01,0.06,0.57,1.04,1.68,-1,0,1.49
14,"ours1.total",5.86,7.69,9.21,12.26,9.73,44.75,-1,4.19,29.09
14,"ours2.s1",5.82,7.72,9.09,11.67,8.75,43.05,-1,0,28.2
14,"ours2.s2",0,0,0.05,0.57,1.07,1.69,-1,0,1.48
14,"ours2.total",5.82,7.72,9.13,12.24,9.82,44.74,-1,4.14,29.68
14,"ours3.s1",5.8,7.52,9.18,11.76,8.73,42.99,-1,0,28.21
14,"ours3.s2",0,0,0,0,0,0,-1,0,0
14,"ours3.total",5.8,7.52,9.18,11.76,8.73,42.99,-1,4.18,28.21
14,"titeet",3.6,4.4,5.6,9.9,6.5,30,-1,3,26.43
14,"tite12",3.6,4.2,5.1,8.4,5.9,27.2,-1,2.8,24.27
14,"bfet",4.39,6.06,7.79,11.07,8.98,38.28,-1,3.76,25.5
4,"ours0.s1",5.8,7.66,9.18,12.21,8.45,43.3,-1,0,34.16
4,"ours0.s2",0,0,0.03,0.38,0.86,1.27,-1,0,1.15
4,"ours0.total",5.8,7.66,9.21,12.59,9.31,44.57,-1,4.13,35.31
4,"bf.s1",4.64,7.25,9.79,12.53,8.46,42.67,-1,0,34.16
4,"bf.s2",0,0,0,0,0,0,-1,0,0
4,"bf.total",4.64,7.25,9.79,12.53,8.46,42.67,-1,4.21,34.16
4,"ours1.s1",5.91,7.56,9.12,11.71,8.74,43.05,-1,0,27.63
4,"ours1.s2",0,0.01,0.06,0.54,0.98,1.59,-1,0,1.4
4,"ours1.total",5.91,7.57,9.18,12.25,9.72,44.64,-1,4.18,29.03
4,"ours2.s1",5.9,7.66,9.09,11.7,8.69,43.05,-1,0,28.18
4,"ours2.s2",0,0,0.04,0.56,0.93,1.54,-1,0,1.37
4,"ours2.total",5.9,7.66,9.14,12.26,9.63,44.59,-1,4.15,29.55
4,"ours3.s1",5.8,7.51,9.18,11.76,8.73,42.98,-1,0,28.21
4,"ours3.s2",0,0,0,0,0,0,-1,0,0
4,"ours3.total",5.8,7.51,9.18,11.76,8.73,42.98,-1,4.19,28.21
4,"titeet",3.6,4.4,5.6,9.9,6.5,30,-1,3,26.43
4,"tite12",3.6,4.2,5.1,8.4,5.9,27.2,-1,2.8,24.27
4,"bfet",4.39,6.06,7.79,11.07,8.98,38.28,-1,3.76,25.5
34,"ours0.s1",5.84,7.58,9.22,12.26,8.47,43.36,-1,0,34.15
34,"ours0.s2",0,0,0.02,0.35,0.56,0.93,-1,0,0.87
34,"ours0.total",5.84,7.58,9.24,12.61,9.03,44.3,-1,4.2,35.02
34,"bf.s1",4.64,7.25,9.79,12.53,8.46,42.67,-1,0,34.16
34,"bf.s2",0,0,0,0,0,0,-1,0,0
34,"bf.total",4.64,7.25,9.79,12.53,8.46,42.67,-1,4.21,34.16
34,"ours1.s1",5.82,7.5,9.18,11.77,8.65,42.92,-1,0,27.68
34,"ours1.s2",0,0.01,0.06,0.47,0.72,1.26,-1,0,1.13
34,"ours1.total",5.82,7.5,9.24,12.25,9.37,44.18,-1,4.19,28.82
34,"ours2.s1",5.87,7.57,9.16,11.76,8.65,43.01,-1,0,28.2
34,"ours2.s2",0,0,0.06,0.49,0.68,1.25,-1,0,1.13
34,"ours2.total",5.87,7.57,9.23,12.25,9.34,44.26,-1,4.21,29.33
