"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"112","-1.09 (1.03, CI: -3.13, 0.91)","-2.13 (0.91, CI: -3.86, -0.31)","-3 (0.91, CI: -4.63, -1.08)","-3.64 (0.92, CI: -5.51, -1.92)","-4.1 (0.97, CI: -6.01, -2.2)","-4.6 (1.08, CI: -6.84, -2.61)","-5.24 (1.22, CI: -7.68, -2.9)","-5.9 (1.38, CI: -8.55, -3.15)","-6.45 (1.56, CI: -9.61, -3.49)","-6.67 (1.76, CI: -10.14, -3.25)","-6.61 (1.94, CI: -10.5, -2.88)","-6.28 (2.14, CI: -10.35, -1.97)","-5.82 (2.36, CI: -10.64, -1.38)","-58.15 (14.44, CI: -86.26, -29.66)","7.55",NA,"Yes"
"78","-1.63 (1.38, CI: -4.47, 0.94)","-2.55 (1.18, CI: -4.79, -0.16)","-3.41 (1.12, CI: -5.63, -1.23)","-4.19 (1.12, CI: -6.37, -1.98)","-4.93 (1.18, CI: -7.16, -2.55)","-5.72 (1.28, CI: -8.18, -3.15)","-6.55 (1.42, CI: -9.35, -3.78)","-7.34 (1.59, CI: -10.4, -4.17)","-7.94 (1.82, CI: -11.47, -4.34)","-8.26 (2.05, CI: -12.32, -4.26)","-8.29 (2.28, CI: -12.9, -3.96)","-8.1 (2.53, CI: -13.2, -3.27)","-7.82 (2.82, CI: -13.77, -2.7)","-72.22 (16.91, CI: -105.07, -38.79)","9.96",NA,"Yes"
"64","-1.06 (1.06, CI: -3.05, 1.1)","-2.14 (0.93, CI: -3.88, -0.25)","-3.05 (0.91, CI: -4.77, -1.19)","-3.68 (0.93, CI: -5.53, -1.88)","-4.15 (0.98, CI: -5.98, -2.14)","-4.66 (1.09, CI: -6.79, -2.5)","-5.33 (1.24, CI: -7.77, -2.91)","-6.02 (1.42, CI: -8.74, -3.19)","-6.56 (1.6, CI: -9.73, -3.44)","-6.83 (1.8, CI: -10.24, -3.17)","-6.77 (1.99, CI: -10.65, -2.84)","-6.48 (2.22, CI: -10.82, -2.12)","-5.98 (2.44, CI: -10.83, -1.25)","-59.34 (14.85, CI: -87.77, -29.56)","7.51",NA,"Yes"
"66","-1.69 (1.42, CI: -4.21, 1.36)","-2.6 (1.21, CI: -4.82, -0.09)","-3.46 (1.13, CI: -5.62, -1.18)","-4.23 (1.1, CI: -6.33, -2.02)","-4.97 (1.16, CI: -7.38, -2.82)","-5.75 (1.29, CI: -8.21, -3.15)","-6.59 (1.43, CI: -9.44, -3.84)","-7.39 (1.6, CI: -10.66, -4.4)","-7.99 (1.79, CI: -11.4, -4.37)","-8.31 (2.01, CI: -12.12, -4.25)","-8.37 (2.24, CI: -12.98, -4.2)","-8.25 (2.48, CI: -13.24, -3.53)","-7.95 (2.75, CI: -13.48, -2.7)","-72.47 (16.93, CI: -103.84, -37.46)","9.96",NA,"Yes"
"52","-0.92 (0.86, CI: -2.66, 0.72)","-1.89 (0.73, CI: -3.35, -0.5)","-2.71 (0.75, CI: -4.06, -1.12)","-3.3 (0.79, CI: -4.88, -1.77)","-3.75 (0.88, CI: -5.49, -2.03)","-4.3 (1.03, CI: -6.36, -2.31)","-4.99 (1.18, CI: -7.31, -2.68)","-5.7 (1.36, CI: -8.24, -2.93)","-6.22 (1.55, CI: -9.07, -3)","-6.46 (1.73, CI: -9.6, -2.82)","-6.38 (1.92, CI: -10.07, -2.54)","-6.04 (2.11, CI: -10, -1.72)","-5.52 (2.31, CI: -9.81, -0.74)","-54.96 (14.13, CI: -83.57, -28.18)","6.11",NA,"Yes"
"90","-1.63 (1.38, CI: -4.47, 0.94)","-2.55 (1.18, CI: -4.79, -0.16)","-3.41 (1.12, CI: -5.63, -1.23)","-4.19 (1.12, CI: -6.37, -1.98)","-4.93 (1.18, CI: -7.16, -2.55)","-5.72 (1.28, CI: -8.18, -3.15)","-6.55 (1.42, CI: -9.35, -3.78)","-7.34 (1.59, CI: -10.4, -4.17)","-7.94 (1.82, CI: -11.47, -4.34)","-8.26 (2.05, CI: -12.32, -4.26)","-8.29 (2.28, CI: -12.9, -3.96)","-8.1 (2.53, CI: -13.2, -3.27)","-7.82 (2.82, CI: -13.77, -2.7)","-72.22 (16.91, CI: -105.07, -38.79)","9.96",NA,"Yes"
"136","-1.1 (1.05, CI: -3.28, 0.83)","-2.15 (0.91, CI: -3.98, -0.4)","-3.04 (0.89, CI: -4.83, -1.34)","-3.68 (0.91, CI: -5.41, -1.86)","-4.16 (0.97, CI: -6.04, -2.24)","-4.69 (1.09, CI: -6.78, -2.49)","-5.35 (1.23, CI: -7.83, -3)","-6.04 (1.39, CI: -8.71, -3.27)","-6.56 (1.57, CI: -9.63, -3.49)","-6.81 (1.74, CI: -10.31, -3.48)","-6.77 (1.93, CI: -10.77, -3.22)","-6.47 (2.12, CI: -10.42, -2.12)","-5.99 (2.34, CI: -10.65, -1.49)","-59.25 (14.56, CI: -87.89, -30.82)","7.51",NA,"Yes"
"76","-0.86 (0.92, CI: -2.67, 0.93)","-1.84 (0.77, CI: -3.39, -0.39)","-2.65 (0.76, CI: -4.15, -1.16)","-3.22 (0.8, CI: -4.75, -1.62)","-3.66 (0.89, CI: -5.42, -1.95)","-4.19 (1.03, CI: -6.18, -2.14)","-4.86 (1.19, CI: -7.23, -2.55)","-5.54 (1.37, CI: -8.34, -2.95)","-6.05 (1.58, CI: -9.17, -2.96)","-6.28 (1.78, CI: -9.84, -2.87)","-6.17 (1.97, CI: -10.03, -2.29)","-5.82 (2.18, CI: -10.24, -1.71)","-5.3 (2.4, CI: -10.16, -0.75)","-53.22 (14.19, CI: -80.8, -25.16)","6.13",NA,"Yes"
"114","-1.72 (1.4, CI: -4.56, 0.92)","-2.61 (1.21, CI: -4.95, -0.2)","-3.44 (1.16, CI: -5.79, -1.26)","-4.19 (1.13, CI: -6.43, -2.02)","-4.94 (1.16, CI: -7.18, -2.64)","-5.71 (1.27, CI: -8.08, -3.11)","-6.53 (1.43, CI: -9.45, -3.84)","-7.31 (1.63, CI: -10.66, -4.29)","-7.9 (1.84, CI: -11.48, -4.26)","-8.2 (2.06, CI: -12.36, -4.3)","-8.22 (2.28, CI: -12.87, -3.91)","-8.04 (2.52, CI: -13.2, -3.3)","-7.73 (2.78, CI: -13.48, -2.58)","-71.82 (16.97, CI: -103.67, -37.13)","9.97",NA,"Yes"
"30","-1.7 (1.36, CI: -4.27, 1.06)","-2.59 (1.17, CI: -4.91, -0.33)","-3.45 (1.11, CI: -5.65, -1.31)","-4.23 (1.1, CI: -6.26, -1.96)","-4.95 (1.14, CI: -7.25, -2.78)","-5.75 (1.26, CI: -8.32, -3.38)","-6.61 (1.43, CI: -9.4, -3.8)","-7.42 (1.6, CI: -10.37, -4.09)","-8.03 (1.82, CI: -11.53, -4.4)","-8.36 (2.04, CI: -12.17, -4.17)","-8.39 (2.27, CI: -12.79, -3.88)","-8.23 (2.52, CI: -13.25, -3.37)","-7.94 (2.79, CI: -13.37, -2.43)","-72.8 (16.94, CI: -103.98, -37.59)","9.97",NA,"Yes"
"126","-1.62 (1.41, CI: -4.43, 1.1)","-2.53 (1.2, CI: -4.93, -0.23)","-3.41 (1.14, CI: -5.71, -1.25)","-4.2 (1.13, CI: -6.48, -2.04)","-4.97 (1.18, CI: -7.33, -2.7)","-5.79 (1.3, CI: -8.3, -3.19)","-6.63 (1.45, CI: -9.35, -3.68)","-7.44 (1.61, CI: -10.5, -4.19)","-8.06 (1.81, CI: -11.29, -4.17)","-8.42 (2.02, CI: -12.26, -4.33)","-8.48 (2.23, CI: -12.73, -3.98)","-8.34 (2.48, CI: -13.03, -3.33)","-8.07 (2.73, CI: -13.27, -2.58)","-73.05 (17.09, CI: -104.9, -37.92)","9.97",NA,"Yes"
"88","-1.09 (1.05, CI: -3.17, 0.95)","-2.13 (0.92, CI: -3.94, -0.33)","-3.02 (0.9, CI: -4.77, -1.23)","-3.62 (0.92, CI: -5.46, -1.84)","-4.09 (1, CI: -6.13, -2.22)","-4.6 (1.13, CI: -6.89, -2.47)","-5.24 (1.27, CI: -7.83, -2.84)","-5.93 (1.44, CI: -8.91, -3.28)","-6.46 (1.65, CI: -9.73, -3.27)","-6.72 (1.84, CI: -10.28, -3.06)","-6.65 (2.05, CI: -10.55, -2.53)","-6.36 (2.26, CI: -10.71, -1.87)","-5.89 (2.48, CI: -10.8, -1.08)","-58.2 (15.05, CI: -88.52, -29.52)","7.53",NA,"Yes"
"124","-0.87 (0.88, CI: -2.65, 0.8)","-1.87 (0.75, CI: -3.32, -0.39)","-2.71 (0.75, CI: -4.16, -1.23)","-3.27 (0.78, CI: -4.75, -1.7)","-3.75 (0.87, CI: -5.41, -2.01)","-4.3 (1, CI: -6.26, -2.34)","-4.99 (1.14, CI: -7.14, -2.68)","-5.67 (1.31, CI: -8.17, -3.02)","-6.2 (1.49, CI: -9.23, -3.39)","-6.43 (1.68, CI: -9.72, -3.15)","-6.34 (1.85, CI: -10.11, -2.86)","-6 (2.05, CI: -10.15, -2.13)","-5.51 (2.26, CI: -9.99, -1.14)","-54.68 (13.56, CI: -81.47, -28.31)","6.14",NA,"Yes"
"102","-1.72 (1.4, CI: -4.56, 0.92)","-2.61 (1.21, CI: -4.95, -0.2)","-3.44 (1.16, CI: -5.79, -1.26)","-4.19 (1.13, CI: -6.43, -2.02)","-4.94 (1.16, CI: -7.18, -2.64)","-5.71 (1.27, CI: -8.08, -3.11)","-6.53 (1.43, CI: -9.45, -3.84)","-7.31 (1.63, CI: -10.66, -4.29)","-7.9 (1.84, CI: -11.48, -4.26)","-8.2 (2.06, CI: -12.36, -4.3)","-8.22 (2.28, CI: -12.87, -3.91)","-8.04 (2.52, CI: -13.2, -3.3)","-7.73 (2.78, CI: -13.48, -2.58)","-71.82 (16.97, CI: -103.67, -37.13)","9.97",NA,"Yes"
"28","-0.82 (0.92, CI: -2.66, 0.93)","-1.79 (0.77, CI: -3.43, -0.43)","-2.66 (0.76, CI: -4.17, -1.2)","-3.24 (0.8, CI: -4.91, -1.8)","-3.71 (0.86, CI: -5.32, -1.94)","-4.26 (0.99, CI: -6.15, -2.26)","-4.95 (1.13, CI: -7.09, -2.66)","-5.66 (1.28, CI: -8.08, -3.08)","-6.19 (1.45, CI: -8.94, -3.24)","-6.43 (1.63, CI: -9.54, -3.16)","-6.37 (1.82, CI: -9.77, -2.64)","-6.05 (2.03, CI: -10.06, -2.11)","-5.57 (2.23, CI: -9.67, -0.93)","-54.42 (13.33, CI: -79.03, -26.78)","6.15",NA,"Yes"
"101","-4.29 (1.37, CI: -6.81, -1.45)","-7.1 (1.22, CI: -9.56, -4.77)","-9.96 (1.19, CI: -12.23, -7.57)","-12.91 (1.18, CI: -15.13, -10.5)","-15.92 (1.17, CI: -18.17, -13.57)","-18.77 (1.18, CI: -21.09, -16.47)","-21.23 (1.23, CI: -23.62, -18.79)","-23.21 (1.29, CI: -25.68, -20.61)","-24.8 (1.37, CI: -27.49, -22.11)","-26.06 (1.46, CI: -28.85, -23.13)","-27.04 (1.56, CI: -30.16, -24.04)","-27.85 (1.65, CI: -31.05, -24.57)","-28.52 (1.8, CI: -31.92, -24.87)","-231.34 (14.49, CI: -259.02, -202.22)","8.81",NA,"Yes"
"41","-4.38 (1.34, CI: -7.03, -1.78)","-7.18 (1.21, CI: -9.52, -4.78)","-10.02 (1.17, CI: -12.33, -7.75)","-12.96 (1.15, CI: -15.21, -10.71)","-15.95 (1.14, CI: -18.28, -13.83)","-18.78 (1.16, CI: -21.05, -16.52)","-21.24 (1.19, CI: -23.66, -19)","-23.22 (1.23, CI: -25.77, -20.94)","-24.79 (1.3, CI: -27.37, -22.27)","-26.04 (1.38, CI: -28.66, -23.25)","-27.03 (1.47, CI: -29.93, -24.16)","-27.81 (1.57, CI: -30.83, -24.69)","-28.43 (1.7, CI: -31.79, -25.12)","-231.41 (13.97, CI: -257.32, -202.56)","8.8",NA,"Yes"
"48","-1.94 (1.15, CI: -4.35, 0.16)","-2.7 (1.08, CI: -4.9, -0.65)","-3.44 (1.19, CI: -5.8, -1.16)","-4.17 (1.34, CI: -6.74, -1.51)","-4.87 (1.5, CI: -7.73, -1.84)","-5.62 (1.65, CI: -8.9, -2.41)","-6.48 (1.81, CI: -10.25, -3.15)","-7.33 (1.97, CI: -11.21, -3.48)","-7.94 (2.15, CI: -12.11, -3.68)","-8.21 (2.37, CI: -13.08, -3.78)","-8.12 (2.61, CI: -13.37, -3.12)","-7.81 (2.89, CI: -13.16, -1.84)","-7.3 (3.21, CI: -13.87, -1.26)","-71.55 (20.84, CI: -109.76, -28.07)","7.66",NA,"Yes"
"111","-3.37 (1.11, CI: -5.65, -1.3)","-6.37 (1.02, CI: -8.44, -4.46)","-9.36 (1, CI: -11.48, -7.57)","-12.34 (1, CI: -14.34, -10.42)","-15.24 (1.01, CI: -17.15, -13.19)","-17.94 (1.03, CI: -19.83, -15.81)","-20.27 (1.09, CI: -22.53, -18.27)","-22.18 (1.16, CI: -24.42, -19.86)","-23.72 (1.24, CI: -25.97, -21.12)","-24.93 (1.35, CI: -27.45, -22.17)","-25.88 (1.45, CI: -28.75, -23.06)","-26.61 (1.57, CI: -29.76, -23.62)","-27.19 (1.71, CI: -30.58, -23.88)","-219.99 (12.67, CI: -244.79, -195.12)","7.21",NA,"Yes"
"132","-1.99 (1.13, CI: -4.11, 0.32)","-2.75 (1.09, CI: -4.97, -0.69)","-3.46 (1.21, CI: -5.81, -1.06)","-4.12 (1.35, CI: -6.73, -1.43)","-4.8 (1.56, CI: -7.81, -1.71)","-5.57 (1.74, CI: -8.96, -2.14)","-6.41 (1.9, CI: -10.24, -2.8)","-7.22 (2.04, CI: -11.26, -3.27)","-7.83 (2.22, CI: -12.4, -3.69)","-8.09 (2.41, CI: -12.64, -3.18)","-8.05 (2.63, CI: -13.1, -2.79)","-7.71 (2.9, CI: -13.18, -1.81)","-7.19 (3.22, CI: -13.64, -1.02)","-70.81 (21.45, CI: -112.89, -28.82)","7.67",NA,"Yes"
"130","-1.13 (0.71, CI: -2.52, 0.25)","-1.95 (0.63, CI: -3.19, -0.72)","-2.64 (0.74, CI: -4.17, -1.27)","-3.13 (0.88, CI: -4.82, -1.37)","-3.56 (1.05, CI: -5.62, -1.51)","-4.12 (1.21, CI: -6.47, -1.74)","-4.85 (1.34, CI: -7.46, -2.22)","-5.62 (1.46, CI: -8.44, -2.71)","-6.19 (1.63, CI: -9.29, -2.91)","-6.39 (1.79, CI: -9.87, -2.85)","-6.21 (2, CI: -10.21, -2.38)","-5.74 (2.23, CI: -10.04, -1.32)","-5.02 (2.5, CI: -9.89, -0.11)","-53.38 (15.05, CI: -81.36, -22.36)","4.18",NA,"Yes"
"29","-4.38 (1.34, CI: -7.03, -1.78)","-7.18 (1.21, CI: -9.52, -4.78)","-10.02 (1.17, CI: -12.33, -7.75)","-12.96 (1.15, CI: -15.21, -10.71)","-15.95 (1.14, CI: -18.28, -13.83)","-18.78 (1.16, CI: -21.05, -16.52)","-21.24 (1.19, CI: -23.66, -19)","-23.22 (1.23, CI: -25.77, -20.94)","-24.79 (1.3, CI: -27.37, -22.27)","-26.04 (1.38, CI: -28.66, -23.25)","-27.03 (1.47, CI: -29.93, -24.16)","-27.81 (1.57, CI: -30.83, -24.69)","-28.43 (1.7, CI: -31.79, -25.12)","-231.41 (13.97, CI: -257.32, -202.56)","8.8",NA,"Yes"
"113","-4.29 (1.37, CI: -6.81, -1.45)","-7.1 (1.22, CI: -9.56, -4.77)","-9.96 (1.19, CI: -12.23, -7.57)","-12.91 (1.18, CI: -15.13, -10.5)","-15.92 (1.17, CI: -18.17, -13.57)","-18.77 (1.18, CI: -21.09, -16.47)","-21.23 (1.23, CI: -23.62, -18.79)","-23.21 (1.29, CI: -25.68, -20.61)","-24.8 (1.37, CI: -27.49, -22.11)","-26.06 (1.46, CI: -28.85, -23.13)","-27.04 (1.56, CI: -30.16, -24.04)","-27.85 (1.65, CI: -31.05, -24.57)","-28.52 (1.8, CI: -31.92, -24.87)","-231.34 (14.49, CI: -259.02, -202.22)","8.81",NA,"Yes"
"46","-1.33 (0.88, CI: -3.02, 0.45)","-2.23 (0.82, CI: -3.89, -0.67)","-3 (0.92, CI: -4.71, -1.09)","-3.53 (1.04, CI: -5.56, -1.49)","-3.97 (1.17, CI: -6.2, -1.62)","-4.47 (1.34, CI: -7.11, -1.87)","-5.15 (1.46, CI: -8.04, -2.31)","-5.84 (1.6, CI: -8.93, -2.65)","-6.41 (1.78, CI: -9.87, -2.89)","-6.62 (1.97, CI: -10.55, -2.82)","-6.43 (2.17, CI: -10.68, -2.19)","-5.96 (2.41, CI: -10.63, -1.17)","-5.31 (2.7, CI: -10.9, -0.31)","-56.66 (16.6, CI: -87.96, -22.89)","5.48",NA,"Yes"
"77","-4.35 (1.39, CI: -7.11, -1.65)","-7.16 (1.26, CI: -9.67, -4.74)","-9.99 (1.22, CI: -12.46, -7.7)","-12.95 (1.2, CI: -15.29, -10.6)","-15.93 (1.2, CI: -18.25, -13.56)","-18.73 (1.22, CI: -21.12, -16.33)","-21.2 (1.27, CI: -23.72, -18.73)","-23.2 (1.33, CI: -25.85, -20.62)","-24.78 (1.39, CI: -27.54, -22.1)","-26.06 (1.49, CI: -28.93, -23.1)","-27.04 (1.58, CI: -30.03, -23.86)","-27.82 (1.68, CI: -31.06, -24.49)","-28.43 (1.81, CI: -31.85, -24.77)","-231.36 (14.78, CI: -261.05, -203.12)","8.75",NA,"Yes"
"94","-1.29 (0.83, CI: -2.91, 0.33)","-2.22 (0.79, CI: -3.84, -0.74)","-3.01 (0.9, CI: -4.81, -1.27)","-3.55 (1.04, CI: -5.68, -1.6)","-3.97 (1.2, CI: -6.45, -1.73)","-4.47 (1.38, CI: -7.3, -1.91)","-5.16 (1.51, CI: -8.08, -2.14)","-5.88 (1.64, CI: -8.99, -2.55)","-6.44 (1.81, CI: -9.96, -2.86)","-6.65 (1.99, CI: -10.5, -2.68)","-6.48 (2.22, CI: -10.91, -2.23)","-6.02 (2.43, CI: -10.91, -1.38)","-5.38 (2.7, CI: -10.73, -0.15)","-57.38 (16.88, CI: -89.85, -23.7)","5.49",NA,"Yes"
"53","-4.35 (1.37, CI: -6.99, -1.6)","-7.17 (1.22, CI: -9.48, -4.71)","-10.03 (1.18, CI: -12.37, -7.74)","-12.97 (1.17, CI: -15.33, -10.73)","-15.94 (1.17, CI: -18.5, -13.92)","-18.77 (1.19, CI: -21.09, -16.41)","-21.22 (1.23, CI: -23.77, -18.93)","-23.22 (1.26, CI: -25.82, -20.87)","-24.8 (1.35, CI: -27.61, -22.33)","-26.07 (1.43, CI: -28.89, -23.28)","-27.06 (1.51, CI: -30.07, -24.16)","-27.85 (1.62, CI: -30.98, -24.64)","-28.49 (1.79, CI: -31.68, -24.65)","-231.38 (14.32, CI: -260.15, -204.02)","8.79",NA,"Yes"
"89","-4.35 (1.39, CI: -7.11, -1.65)","-7.16 (1.26, CI: -9.67, -4.74)","-9.99 (1.22, CI: -12.46, -7.7)","-12.95 (1.2, CI: -15.29, -10.6)","-15.93 (1.2, CI: -18.25, -13.56)","-18.73 (1.22, CI: -21.12, -16.33)","-21.2 (1.27, CI: -23.72, -18.73)","-23.2 (1.33, CI: -25.85, -20.62)","-24.78 (1.39, CI: -27.54, -22.1)","-26.06 (1.49, CI: -28.93, -23.1)","-27.04 (1.58, CI: -30.03, -23.86)","-27.82 (1.68, CI: -31.06, -24.49)","-28.43 (1.81, CI: -31.85, -24.77)","-231.36 (14.78, CI: -261.05, -203.12)","8.75",NA,"Yes"
"142","-1.3 (0.86, CI: -3.01, 0.35)","-2.22 (0.8, CI: -3.75, -0.61)","-3.02 (0.9, CI: -4.7, -1.16)","-3.56 (1.05, CI: -5.7, -1.58)","-4.02 (1.19, CI: -6.36, -1.7)","-4.55 (1.35, CI: -7.12, -1.82)","-5.26 (1.48, CI: -8.08, -2.28)","-6 (1.63, CI: -9.1, -2.72)","-6.58 (1.8, CI: -10.26, -3.21)","-6.83 (1.98, CI: -10.75, -3)","-6.69 (2.18, CI: -10.87, -2.31)","-6.28 (2.45, CI: -10.77, -1.15)","-5.64 (2.75, CI: -11.12, -0.33)","-58.52 (16.94, CI: -91.92, -25.51)","5.52",NA,"Yes"
"82","-1.14 (0.7, CI: -2.47, 0.25)","-1.96 (0.64, CI: -3.21, -0.72)","-2.65 (0.75, CI: -4.14, -1.19)","-3.12 (0.9, CI: -4.87, -1.34)","-3.53 (1.06, CI: -5.61, -1.48)","-4.06 (1.23, CI: -6.52, -1.72)","-4.82 (1.37, CI: -7.63, -2.26)","-5.59 (1.51, CI: -8.41, -2.49)","-6.16 (1.68, CI: -9.27, -2.7)","-6.36 (1.86, CI: -9.83, -2.55)","-6.15 (2.05, CI: -10.11, -2.09)","-5.65 (2.26, CI: -10.06, -1.18)","-4.94 (2.52, CI: -10.13, -0.24)","-53.18 (15.44, CI: -84.5, -23.98)","4.16",NA,"Yes"
"118","-1.28 (0.85, CI: -2.93, 0.41)","-2.21 (0.79, CI: -3.78, -0.67)","-2.98 (0.9, CI: -4.8, -1.27)","-3.53 (1.03, CI: -5.52, -1.48)","-3.94 (1.2, CI: -6.2, -1.5)","-4.44 (1.38, CI: -7.23, -1.82)","-5.14 (1.52, CI: -8.23, -2.26)","-5.87 (1.67, CI: -9.12, -2.59)","-6.45 (1.84, CI: -10.27, -3.07)","-6.67 (2.01, CI: -10.58, -2.72)","-6.53 (2.24, CI: -10.82, -2.04)","-6.08 (2.48, CI: -11.02, -1.3)","-5.42 (2.77, CI: -10.95, -0.08)","-57.21 (17.26, CI: -91.49, -23.83)","5.51",NA,"Yes"
"100","-0.85 (0.9, CI: -2.57, 0.94)","-1.81 (0.76, CI: -3.35, -0.39)","-2.63 (0.75, CI: -4.05, -1.12)","-3.2 (0.78, CI: -4.74, -1.69)","-3.66 (0.86, CI: -5.44, -2.08)","-4.2 (1, CI: -6.25, -2.33)","-4.87 (1.15, CI: -7.19, -2.67)","-5.58 (1.32, CI: -8.06, -2.88)","-6.1 (1.5, CI: -9.24, -3.34)","-6.33 (1.69, CI: -9.76, -3.14)","-6.24 (1.89, CI: -9.82, -2.41)","-5.89 (2.08, CI: -9.89, -1.73)","-5.4 (2.28, CI: -9.58, -0.64)","-53.63 (13.48, CI: -79.87, -27.02)","6.15",NA,"Yes"
"36","-1.94 (1.15, CI: -4.35, 0.16)","-2.7 (1.08, CI: -4.9, -0.65)","-3.44 (1.19, CI: -5.8, -1.16)","-4.17 (1.34, CI: -6.74, -1.51)","-4.87 (1.5, CI: -7.73, -1.84)","-5.62 (1.65, CI: -8.9, -2.41)","-6.48 (1.81, CI: -10.25, -3.15)","-7.33 (1.97, CI: -11.21, -3.48)","-7.94 (2.15, CI: -12.11, -3.68)","-8.21 (2.37, CI: -13.08, -3.78)","-8.12 (2.61, CI: -13.37, -3.12)","-7.81 (2.89, CI: -13.16, -1.84)","-7.3 (3.21, CI: -13.87, -1.26)","-71.55 (20.84, CI: -109.76, -28.07)","7.66",NA,"Yes"
"63","-3.43 (1.1, CI: -5.56, -1.25)","-6.41 (0.98, CI: -8.22, -4.37)","-9.39 (0.97, CI: -11.28, -7.46)","-12.35 (0.98, CI: -14.34, -10.48)","-15.24 (0.98, CI: -17.22, -13.37)","-17.93 (1.02, CI: -19.97, -15.98)","-20.26 (1.07, CI: -22.32, -18.12)","-22.18 (1.14, CI: -24.33, -19.86)","-23.72 (1.23, CI: -26.02, -21.18)","-24.92 (1.34, CI: -27.49, -22.24)","-25.86 (1.44, CI: -28.75, -23.11)","-26.6 (1.54, CI: -29.47, -23.43)","-27.18 (1.69, CI: -30.49, -23.88)","-220.21 (12.56, CI: -244.21, -194.97)","7.23",NA,"Yes"
"70","-1.36 (0.85, CI: -3.03, 0.28)","-2.24 (0.8, CI: -3.89, -0.75)","-3.01 (0.91, CI: -4.81, -1.26)","-3.53 (1.04, CI: -5.58, -1.51)","-3.95 (1.19, CI: -6.26, -1.61)","-4.46 (1.34, CI: -7.12, -1.85)","-5.15 (1.48, CI: -8.08, -2.26)","-5.91 (1.64, CI: -8.99, -2.57)","-6.48 (1.83, CI: -9.94, -2.78)","-6.68 (2.01, CI: -10.78, -2.88)","-6.54 (2.21, CI: -10.93, -2.26)","-6.1 (2.45, CI: -11.01, -1.4)","-5.48 (2.75, CI: -10.92, -0.12)","-57.63 (17.18, CI: -89.53, -22.18)","5.51",NA,"Yes"
"34","-1.12 (0.71, CI: -2.5, 0.27)","-1.95 (0.63, CI: -3.23, -0.74)","-2.64 (0.75, CI: -4.19, -1.26)","-3.13 (0.9, CI: -4.93, -1.42)","-3.55 (1.05, CI: -5.58, -1.45)","-4.11 (1.22, CI: -6.41, -1.64)","-4.86 (1.36, CI: -7.58, -2.26)","-5.64 (1.5, CI: -8.63, -2.74)","-6.21 (1.67, CI: -9.37, -2.82)","-6.43 (1.83, CI: -9.91, -2.73)","-6.24 (2.01, CI: -9.97, -2.07)","-5.73 (2.24, CI: -9.87, -1.1)","-5.02 (2.5, CI: -9.96, -0.16)","-53.41 (15.43, CI: -83.41, -22.91)","4.17",NA,"Yes"
"58","-1.12 (0.7, CI: -2.53, 0.22)","-1.95 (0.63, CI: -3.24, -0.77)","-2.65 (0.75, CI: -4.1, -1.15)","-3.15 (0.89, CI: -4.8, -1.32)","-3.57 (1.04, CI: -5.61, -1.54)","-4.13 (1.2, CI: -6.43, -1.71)","-4.88 (1.34, CI: -7.46, -2.2)","-5.63 (1.48, CI: -8.57, -2.77)","-6.18 (1.62, CI: -9.25, -2.9)","-6.37 (1.79, CI: -9.86, -2.83)","-6.17 (1.98, CI: -10, -2.22)","-5.67 (2.2, CI: -10.18, -1.54)","-4.99 (2.48, CI: -9.79, -0.06)","-53.37 (14.88, CI: -80.77, -22.43)","4.17",NA,"Yes"
"65","-4.35 (1.37, CI: -6.99, -1.6)","-7.17 (1.22, CI: -9.48, -4.71)","-10.03 (1.18, CI: -12.37, -7.74)","-12.97 (1.17, CI: -15.33, -10.73)","-15.94 (1.17, CI: -18.5, -13.92)","-18.77 (1.19, CI: -21.09, -16.41)","-21.22 (1.23, CI: -23.77, -18.93)","-23.22 (1.26, CI: -25.82, -20.87)","-24.8 (1.35, CI: -27.61, -22.33)","-26.07 (1.43, CI: -28.89, -23.28)","-27.06 (1.51, CI: -30.07, -24.16)","-27.85 (1.62, CI: -30.98, -24.64)","-28.49 (1.79, CI: -31.68, -24.65)","-231.38 (14.32, CI: -260.15, -204.02)","8.79",NA,"Yes"
"106","-1.13 (0.71, CI: -2.49, 0.27)","-1.96 (0.62, CI: -3.2, -0.76)","-2.64 (0.75, CI: -4.13, -1.19)","-3.12 (0.89, CI: -4.86, -1.38)","-3.54 (1.04, CI: -5.58, -1.48)","-4.07 (1.2, CI: -6.49, -1.78)","-4.82 (1.34, CI: -7.48, -2.24)","-5.57 (1.45, CI: -8.56, -2.87)","-6.13 (1.61, CI: -9.49, -3.16)","-6.33 (1.77, CI: -9.91, -2.96)","-6.15 (1.98, CI: -10.27, -2.52)","-5.67 (2.22, CI: -9.79, -1.07)","-4.98 (2.49, CI: -9.69, 0.07)","-52.94 (14.85, CI: -82.95, -24.75)","4.15",NA,"Yes"
